"","X","anime_id","name","genre","type","episodes","rating","members"
"8442",8534,29395,"Fafa Movie","Slice of Life","ONA",2,3.81,91
"7436",7488,11729,"Space Neko Theater","Comedy","ONA",1,5.38,584
"7848",7915,11691,"Bloody Date","Horror","ONA",1,4.66,1891
"4891",4918,13251,"Shin Hikari Shinwa: Palutena no Kagami","Adventure, Comedy, Fantasy","ONA",3,6.6,1763
"5806",5842,30912,"Robot Girls Z Episode 0","Comedy, Mecha, Parody","ONA",1,6.34,1271
"10562",10758,24839,"X Maiden: Izakaya Tamaki","Comedy","ONA",7,4.21,100
"10016",10194,33193,"Shi Wan Ge Leng Xiaohua","Comedy, Parody","ONA",12,6.67,114
"1335",1342,28607,"Hetalia: The World Twinkle","Comedy, Historical, Parody","ONA",15,7.58,15872
"7520",7573,29173,"Tensai Banpaku Opening","Dementia","ONA",1,5.28,242
"10679",10881,33339,"Zhongguo Jingqi Xiansheng","Comedy, Supernatural, Thriller","ONA",63,6.96,386
"7518",7571,33493,"Promised Town","Action, Mecha, Sci-Fi","ONA",1,5.28,218
"6111",6150,9423,"Koko ni Iru","Slice of Life","ONA",1,6.24,401
"10334",10523,29151,"Tezuka Osamu Monogatari","Historical","ONA",10,4.86,69
"1764",1771,27957,"Steins;Gate: Soumei Eichi no Cognitive Computing","Comedy","ONA",4,7.45,34426
"6959",7006,31966,"Sword Gai","Action, Seinen, Supernatural","ONA",1,5.8,210
"7959",8028,29995,"The Embryo Develops into a Fetus","Dementia","ONA",1,3.76,727
"8934",9053,33870,"Kabi Usagi: Game Center","Comedy","ONA",1,4.17,39
"6671",6716,12237,"Koi-ken!: Watashitachi Anime ni Nacchatta!","Ecchi, Music","ONA",12,5.98,3384
"5571",5603,33192,"Robot Town Sagami 2028","Drama","ONA",1,6.41,386
"7424",7476,33693,"Meitantei Gordon","Comedy, Mystery","ONA",1,5.43,107
"5359",5388,825,"King of Fighters: Another Day","Adventure, Drama, Shounen","ONA",4,6.47,8497
"10013",10191,33760,"Shen Ming Zhi Zhou","Adventure, Fantasy","ONA",12,7,52
"6792",6839,30080,"Inishie no Megami to Houseki no Ite","Action","ONA",1,5.9,143
"11380",11831,17371,"Natsuyasumi.","Hentai, Yaoi","ONA",3,6.02,4388
"7783",7848,20955,"Peeping Life: YouTuber-kun","Comedy","ONA",4,4.87,245
"7236",7285,24719,"Shinrabanshou: Tenchi Shinmei no Shou","Action, Fantasy, Shounen","ONA",1,5.58,326
"9467",9616,24045,"Monster ni Natta Domerica","Action, Fantasy","ONA",1,4.94,146
"8206",8287,29742,"Butazuka","Slice of Life","ONA",13,5.2,44
"7626",7683,10859,"Sorette♡Dakara ne!","Slice of Life","ONA",1,5.15,1223
"10615",10814,21275,"Yawaraka Sensha","Comedy","ONA",53,4,85
"8936",9055,33868,"Kabi Usagi: Kaichuu","Comedy","ONA",1,4.17,36
"6236",6275,21587,"Mou Hitotsu no Mirai wo.","Sci-Fi","ONA",3,6.19,6580
"7582",7638,29731,"Beppu x Peeping Life","Comedy, Slice of Life","ONA",1,5.21,161
"9093",9227,22597,"Kimezou no Kimarimonku Ja Kimaranee. Featuring Sabu-Otoko","Comedy","ONA",12,5,57
"10261",10448,22845,"Suzu 3 Tarou","Comedy, Kids","ONA",24,6.25,44
"3925",3949,15005,"Kyou no Asuka Show","Comedy, Ecchi, Seinen","ONA",20,6.84,15032
"7251",7300,27949,"Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro","Fantasy, Magic","ONA",1,5.56,223
"8451",8543,33536,"Fly","Fantasy","ONA",1,3.73,47
"7255",7304,6491,"Scandal","Music, Slice of Life","ONA",12,5.56,1062
"10493",10685,32637,"Usawaltz","Dementia, Music","ONA",1,4.67,60
"6936",6983,31377,"Kataribe Shoujo Honoka","Slice of Life, Supernatural","ONA",1,5.81,241
"5223",5251,22113,"Kyoukaisenjou no Horizon Specials","Comedy, Fantasy, School","ONA",4,6.51,1967
"10384",10573,33525,"Tokyo 2164","Sci-Fi","ONA",1,3.27,59
"3631",3655,21333,"Kazoku no Hanashi","Drama, Music","ONA",1,6.92,436
"9491",9643,33537,"My Home","Slice of Life","ONA",1,5.14,45
"5782",5818,14073,"Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu","Comedy, Ecchi, Parody, School, Shounen","ONA",10,6.34,16438
"8935",9054,33869,"Kabi Usagi: Hikouki","Comedy","ONA",1,3.92,38
"7550",7605,23387,"Master of Torque","Action, Sci-Fi","ONA",4,5.25,693
"7390",7442,31309,"Balloon","Dementia","ONA",1,5.42,230
"8019",8088,30732,"Agukaru: Play with Ibaraki-hen Episode 0","Magic, Slice of Life, Supernatural","ONA",1,4.8,128
"10614",10813,21277,"Yawaraka Atom","Comedy, Parody","ONA",7,4.5,69
"7540",7595,8958,"Potecco Babies","Comedy","ONA",2,5.26,184
"5159",5187,16331,"Next A-Class","Action, Cars, Sci-Fi","ONA",1,6.53,4394
"5728",5762,18413,"Puchitto Gargantia","Mecha, Sci-Fi","ONA",13,6.36,7170
"7970",8039,16610,"No Littering","Comedy, Horror","ONA",1,3.62,2018
"6658",6703,33508,"Si Ling Bianma: Zhi Shijie Caozong Zhe","Fantasy, Game, Horror, Mystery, Parody, Psychological","ONA",12,5.99,563
"7100",7148,32737,"009 Re:Cyborg x Zip","Comedy, Super Power","ONA",10,5.68,198
"9355",9501,32059,"Master of Torque 3","Action, Sci-Fi","ONA",1,4.83,167
"2288",2300,20505,"Kimi to Boku","Drama, Slice of Life","ONA",1,7.3,1276
"8869",8982,33387,"Ippou Nippon Mukashibanashi","Comedy, Fantasy","ONA",12,4.22,63
"7140",7188,7721,"Meat or Die","Adventure, Comedy","ONA",12,5.66,161
"4246",4270,27911,"Anime de Wakaru Shinryounaika","Comedy, Seinen","ONA",20,6.76,21416
"6118",6157,756,"School Days ONA","Drama, Romance, School","ONA",1,6.24,21104
"10670",10872,33570,"Zenryoku Yobikou 5.5 Seminar Prologue","Comedy, Parody, School","ONA",1,4.73,62
"6679",6724,1223,"Ame to Shoujo to Watashi no Tegami","Shoujo","ONA",1,5.97,6686
"932",935,5060,"Hetalia Axis Powers","Comedy, Historical, Parody","ONA",52,7.76,144898
"9188",9326,33528,"Kubbe Kort Animasjon","Fantasy","ONA",24,5.64,44
"6230",6269,29975,"Gunslinger Stratos","Action, Sci-Fi","ONA",1,6.19,2666
"7243",7292,24237,"Surprise 4 U.","Sports","ONA",2,5.57,126
"7431",7483,16389,"Komachi to Dangorou","Adventure, Comedy, Kids, Sci-Fi","ONA",2,5.38,215
"3307",3329,24169,"Detective Conan: The Fugitive Kogorou Mouri","Comedy, Mystery","ONA",1,7.02,2403
"723",726,33446,"Huyao Xiao Hongniang: Yue Hong","Comedy, Romance","ONA",13,7.87,1043
"4199",4223,23439,"Toki wa Meguru: Tokyo Station","Slice of Life","ONA",1,6.78,2862
"7524",7578,11679,"Chainsaw Maid","Comedy, Horror, Supernatural, Thriller","ONA",1,5.27,2373
"8796",8905,30058,"Hong Ling Jin Xia","Action, School","ONA",1,5.85,106
"8253",8336,33859,"Chicken Papa","Comedy","ONA",1,3,45
"9721",9886,33154,"Osiris no Tenbin: Season 2","Drama, Supernatural, Thriller","ONA",11,6.08,250
"9003",9130,24049,"Kanai","Mecha","ONA",1,4.12,132
"7949",8018,29979,"Petting a Dog","Slice of Life","ONA",1,3.88,375
"7093",7141,19925,"KY Kei JC Kuukichan","Comedy, School","ONA",6,5.69,394
"7967",8036,11915,"Within the Bloody Woods","Horror","ONA",2,3.65,1099
"7487",7540,24443,"Peeping Life: Shinkon-chan Kansai ni Irasshai","Comedy, Slice of Life","ONA",1,5.33,197
"7047",7095,23835,"Moonrakers","Drama, Sci-Fi, Space","ONA",1,5.73,1013
"10018",10196,33194,"Shi Wan Ge Leng Xiaohua 2nd Season","Comedy, Parody","ONA",13,6.33,77
"10561",10757,22757,"X Maiden","Comedy, School, Slice of Life","ONA",8,4.58,372
"10103",10288,33757,"Shuang Yue Zhi Chengi","Military, Sci-Fi","ONA",12,5.75,81
"7778",7842,13541,"Rui no Masaiban","Comedy","ONA",1,4.89,251
"9449",9598,23881,"Momon&#039;s Sand Witch","Comedy, Kids","ONA",8,4.82,116
"5993",6031,33045,"Dream Festival!","Music","ONA",12,6.27,4761
"7881",7949,11687,"Pussycat","Fantasy, Horror","ONA",1,4.49,2043
"8990",9113,13831,"Kamiusagi Rope 3 (ONA)","Comedy, Slice of Life","ONA",3,5.76,94
"6741",6787,32954,"Flying Witch Petit","Comedy, Slice of Life, Supernatural","ONA",9,5.93,6769
"6069",6108,4187,"Megumi","Historical","ONA",1,6.25,1105
"8582",8679,19169,"Go! Go! Kadendanshi","Action, Seinen","ONA",78,5.25,136
"8343",8427,8258,"Damen&#039;s Walker","Comedy, Romance","ONA",12,5.88,141
"5590",5622,21077,"Kakumeiki Valvrave Recaps","Action, Mecha","ONA",3,6.39,1924
"7333",7384,17843,"Inferno Cop: Fact Files","Action, Comedy, Police","ONA",12,5.48,3846
"6793",6840,27503,"Karen Senki","Action, Sci-Fi","ONA",11,5.9,8697
"6862",6909,21775,"Yugami-kun ni wa Tomodachi ga Inai","Comedy, Romance, School, Slice of Life","ONA",2,5.86,858
"10669",10871,33571,"Zenryoku Yobikou 5.5 Seminar","Comedy, Parody, School","ONA",9,5,46
"7919",7988,20811,"Maid of the Dead","Comedy, Horror","ONA",1,4.26,1595
"7114",7162,5193,"Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete","Kids","ONA",1,5.68,155
"588",590,8479,"Hetalia World Series","Comedy, Historical, Parody","ONA",48,7.95,64416
"8225",8308,29861,"Channel 5.5 3rd Season Prologue","Comedy","ONA",1,4.91,155
"9439",9588,33225,"Mobile Suit Gundam-san (ONA)","Comedy, Mecha, Parody","ONA",15,6.19,217
"6805",6852,20705,"Baka Misérables","Music, Parody","ONA",3,5.89,169
"9092",9226,22595,"Kimezou no Kimarimonku Ja Kimaranee.","Comedy","ONA",12,4.91,64
"7817",7883,33276,"Konnichiwa Onara Gorou","Comedy","ONA",1,4.76,483
"8304",8387,19695,"Clover 4/3","Drama, School","ONA",24,7.43,163
"7014",7062,4939,"Macross Fufonfia","Comedy, Parody","ONA",20,5.76,2189
"8298",8381,34409,"Chuuko Video-ya no Onna Tenin X","Comedy, Shounen","ONA",1,5.75,75
"7953",8022,16606,"C.L.A.Y.","Horror","ONA",1,3.84,1104
"9977",10155,10850,"Seibu Tetsudou Ekiin Tako-chan","Comedy, Parody, Police, Slice of Life","ONA",12,4.12,99
"6232",6271,17887,"Ichirin-sha","Action, Mecha, Sci-Fi, Seinen","ONA",1,6.19,804
"1382",1389,28149,"Nihon Animator Mihonichi","Action, Dementia, Ecchi, Fantasy, Mecha, Military, Music, School, Sci-Fi, Space, Supernatural","ONA",35,7.56,16942
"4928",4955,31121,"Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga","Comedy, Slice of Life","ONA",60,6.59,13801
"7791",7856,32298,"Nakanaori","Action, Samurai","ONA",1,4.85,192
"7837",7904,13793,"Fashion no Hajimari","Comedy","ONA",1,4.7,352
"6301",6343,33281,"Mori no Andou","Comedy","ONA",1,6.17,623
