"","X","anime_id","name","genre","type","episodes","rating","members"
"9664",9828,32229,"Ojiichan no Komoriuta","Kids, Music","Music",1,4.78,37
"7552",7607,25549,"Psychedelic Afternoon","Music","Music",1,5.25,462
"2412",2425,4705,"Tengen Toppa Gurren Lagann: Parallel Works","Music","Music",8,7.27,22213
"7080",7128,6777,"Densha Kamo Shirenai","Music","Music",1,5.7,528
"10365",10554,33887,"Time for Christmas","Music","Music",1,4.52,42
"7739",7802,8671,"Raja Maharaja","Music, Slice of Life","Music",1,4.97,183
"9623",9783,32633,"Nowisee","Music","Music",24,7.64,560
"10319",10508,32167,"Tenkousei wa Uchuujin","Kids, Music","Music",1,4.09,57
"7475",7528,30433,"Eat You Up/Bunny","Music","Music",1,5.34,116
"7776",7840,8751,"Kaijuu no Ballad","Comedy, Fantasy, Music","Music",1,4.89,281
"9143",9279,32430,"Kodanuki Ponpo","Kids, Music","Music",1,4.86,62
"6194",6233,19235,"Dance, Dance, Dance","Fantasy, Music","Music",1,6.2,376
"6337",6379,3525,"Extra","Action, Dementia, Horror, Music, Sci-Fi","Music",1,6.14,2401
"8201",8281,32760,"Bungaku Shounen no Yuuutsu","Drama, Music","Music",1,6.3,37
"7353",7404,24633,"LolitA☆Strawberry in Summer","Music","Music",1,5.46,196
"7129",7177,24201,"Rakugaki Picasso","Music","Music",1,5.67,310
"9041",9174,32420,"Ken-chan","Kids, Music","Music",1,4.75,37
"7711",7774,8716,"Arigatou Thank You","Comedy, Kids, Music, Sci-Fi, Space","Music",1,5.03,291
"8920",9038,32092,"Juicy Jungle","Music, Sci-Fi","Music",1,3.56,63
"5989",6027,23365,"By Your Side","Music","Music",1,6.27,550
"2517",2530,30771,"Mudai","Drama, Music, Romance, Slice of Life","Music",1,7.24,1242
"6832",6879,9667,"Super Speed","Music","Music",1,5.88,691
"8875",8988,32845,"Ishitsubutsu Toriatsukaijo","Drama, Music","Music",1,5.11,72
"5170",5198,7659,"Aisubeki Mirai e","Music","Music",1,6.52,966
"6497",6540,24179,"Strobe Light","Music","Music",1,6.07,313
"6663",6708,7518,"Boku wa Kuma","Kids, Music, Slice of Life","Music",1,5.98,985
"8761",8865,33217,"Hikaru Genji: Paradise Ginga","Music, Space","Music",1,4.4,74
"10535",10729,30085,"Watashi no Kamifuusen","Kids, Music","Music",1,4.11,76
"7244",7293,24139,"Tokyo Babylon: Vision","Music, Supernatural","Music",1,5.57,499
"8608",8708,29355,"Grasshopper Monogatari","Kids, Music","Music",1,4.18,65
"9703",9868,29888,"Ooi! Hanimaru","Kids, Music","Music",1,3.84,77
"10212",10397,32074,"Sowa Sowa Calendar","Kids, Music","Music",1,5.78,40
"6514",6557,8667,"Koi Hanabi","Fantasy, Music","Music",1,6.06,235
"7130",7178,19287,"Reunion (Music)","Music","Music",1,5.67,1229
"6666",6711,19519,"Dream Creator feat. GUMI","Music","Music",1,5.98,571
"7301",7352,29955,"Insomniac","Music","Music",1,5.51,108
"10133",10318,30082,"Sonna Boku ga Suki","Kids, Music","Music",1,4.06,68
"7707",7770,5158,"Noisy Birth","Dementia, Music","Music",1,5.04,3279
"7619",7676,30081,"Shiawase no Uta","Historical, Kids, Music","Music",1,5.16,96
"3801",3825,22513,"Freely Tomorrow","Music","Music",1,6.87,1199
"7362",7413,8772,"Happy Weekend","Kids, Music","Music",1,5.45,166
"7433",7485,30160,"Oppai ga Ippai","Kids, Music","Music",1,5.38,104
"6338",6380,32747,"Fake Style II","Music","Music",1,6.14,82
"6399",6441,8921,"Believe","Action, Music, Super Power","Music",1,6.11,616
"7795",7860,30429,"Utsukushii","Music","Music",1,4.85,109
"9860",10036,34406,"Punpun Polka","Kids, Music","Music",1,4.36,24
"7770",7834,29105,"Aruite Mikka!","Comedy, Kids, Music","Music",1,4.9,101
"7011",7059,31908,"Ai think so,","Music","Music",1,5.77,203
"3159",3181,32468,"Nirvana","Music","Music",1,7.06,1760
"7898",7966,10586,"Cafe de Oni","Music","Music",1,4.4,381
"2615",2629,9733,"The TV Show","Music","Music",1,7.21,2066
"7539",7594,28687,"Poker","Music","Music",1,5.26,311
"7345",7396,15525,"Bokura no Hero","Music","Music",1,5.47,202
"7163",7212,11189,"Pair","Music","Music",1,5.64,675
"6667",6712,33911,"Gakuen Handsome: Legend of Sexy","Comedy, Music","Music",2,6,363
"7533",7587,24861,"Akaoni to Aooni no Tango","Music","Music",1,5.26,164
"7414",7466,8679,"Saboten ga Nikui","Comedy, Kids, Music","Music",1,5.4,161
"7786",7851,8661,"Chimuchimucheri ChimChimCheree","Kids, Music, Slice of Life","Music",1,4.86,331
"6308",6350,20855,"Bacterial Contamination","Dementia, Horror, Music","Music",1,6.15,1643
"10545",10740,31925,"White Tree","Music, Romance","Music",1,5.18,104
"7713",7776,7512,"Dambo","Fantasy, Music","Music",1,5.03,316
"7537",7591,20725,"Lies, Lies.","Music","Music",1,5.26,185
"7890",7958,9056,"Agitated Screams of Maggots","Dementia, Horror, Music","Music",1,4.45,2921
"9538",9694,24903,"Neko Funjatta","Music","Music",1,4.15,79
"7208",7257,19239,"Old City Ward","Fantasy, Music","Music",1,5.6,278
"8132",8210,31662,"Bary-san x Gospe Rats: Tonde Bary Bary Monogatari","Music","Music",1,4.67,58
"6685",6730,29770,"Kikyuu","Music","Music",1,5.97,247
"2281",2293,12623,"Egomama","Music","Music",1,7.29,1471
"6762",6808,24995,"Moon Festa","Music","Music",1,5.92,103
"4988",5016,19081,"Weekender Girl","Music","Music",1,6.58,1174
"3039",3061,32700,"Heart Realize","Music","Music",1,7.09,1626
"5129",5157,10849,"Shinryaku! Ika Musume: Ika Ice Tabena-ika?","Music","Music",1,6.54,3600
"8032",8101,32421,"Aikodesho","Kids, Music","Music",1,4.18,55
"6521",6564,8724,"Nobiro Nobiro Daisuki na Ki","Fantasy, Music","Music",1,6.06,168
"5540",5571,3507,"Survival","Dementia, Drama, Music, Psychological, School, Supernatural","Music",1,6.42,2153
"8470",8562,30163,"Fuki to Hiyoko","Kids, Music","Music",1,5.07,89
"10408",10600,32758,"Toute wa Sono Kotae","Music, Supernatural","Music",1,3.82,83
"7666",7726,8733,"Tousan no Tsukutta Uta","Fantasy, Music","Music",1,5.1,205
"7565",7620,30405,"Ishindenshin Shiyou","Kids, Music","Music",1,5.23,129
"7525",7579,8680,"Fuyu no Yoru no Ohanashi","Kids, Music, Slice of Life","Music",1,5.27,172
"7058",7106,30576,"Pareo wa Emerald","Music","Music",1,5.72,128
"7257",7306,9910,"Shokichi Monogatari","Kids, Music","Music",1,5.56,180
"7706",7769,25533,"Many Mary","Music","Music",1,5.04,153
"4660",4684,12661,"Light Lag","Music","Music",1,6.66,891
"7670",7730,8645,"Kitte no Nai Okurimono","Kids, Music","Music",1,5.09,223
"7472",7525,32813,"2010","Music","Music",1,5.34,217
"9579",9738,32788,"Ningyo no Hanashi","Fantasy, Music","Music",1,4.68,66
"6964",7011,8669,"Ano Koro no Namida wa","Music, Slice of Life","Music",1,5.79,401
"7250",7299,19481,"Juujika You and I","Mecha, Music, Sci-Fi","Music",1,5.56,244
"8485",8580,29179,"Futago no Ookami Daibouken","Kids, Music","Music",1,4.2,85
"7793",7858,29871,"Shinsei Kamattechan","Music, Sci-Fi","Music",1,4.85,143
"4361",4385,1958,"Wish","Music","Music",1,6.74,5321
"7211",7260,31568,"Wake Up","Music","Music",1,5.6,254
"6612",6657,32139,"DušaN","Music, Psychological","Music",1,6.01,419
"10068",10251,30208,"Shiritori Mambo","Kids, Music","Music",1,5.33,45
"5198",5226,13153,"Renkyori Enai","Music","Music",1,6.52,719
"7410",7462,28355,"Henna ABC","Kids, Music","Music",1,5.4,103
"7263",7312,32749,"Hizumu Realism","Dementia, Music","Music",1,5.55,130
"6968",7015,8628,"Chains &amp; Rings","Fantasy, Music","Music",1,5.79,687
"7232",7281,7296,"Michi (Music)","Music","Music",1,5.58,431
"6099",6138,3506,"Connected","Dementia, Music, Sci-Fi","Music",1,6.24,2697
"8741",8845,29181,"Henna Ie!","Kids, Music","Music",1,3.33,80
"8800",8909,30161,"Horoscope: Anata no Seiza","Music","Music",1,4.29,50
"6159",6198,8312,"Piece","Music","Music",1,6.22,1143
"7341",7392,32764,"Sun Set Sun","Music","Music",1,5.48,93
"7638",7696,24843,"Clarinet Kowashichatta","Music","Music",1,5.13,111
"6519",6562,10679,"Maria†Holic: Run Run Riru Ran Ran Rara","Comedy, Music","Music",1,6.06,2778
"5452",5482,33689,"Dive to Blue","Music","Music",1,6.44,199
"7679",7740,23023,"Peaceful Times (F02) Petit Film","Music","Music",1,5.07,1650
"9264",9406,32844,"Love Will Find the Way Back Home","Music","Music",1,4.89,72
"5204",5232,31894,"The iDOLM@STER Million Live! &quot;Dreaming!&quot; Animation PV","Music","Music",1,6.52,658
"3518",3540,2728,"TWO-MIX: White Reflection","Music","Music",1,6.96,1708
"6202",6241,1926,"Jishu Seisaku Movie Binchou-tan","Music, Slice of Life","Music",1,6.2,1781
"9155",9292,32759,"Kokuen","Drama, Music","Music",1,4.52,76
"6350",6392,28715,"Rusty Nail","Action, Music, Sci-Fi","Music",1,6.14,417
"6841",6888,30199,"Hakimono to Kasa no Monogatari","Music","Music",1,5.87,108
"8348",8432,32858,"Dareka no Santa Claus","Music","Music",1,5.51,75
"7252",7301,8773,"Nekko-kun","Kids, Music","Music",1,5.56,185
"2168",2180,24429,"Daze","Music","Music",1,7.33,2919
"6608",6653,3685,"4-Day Weekend","Music","Music",1,6.01,1712
"9032",9163,29966,"Katsuobushi Dayo Jinsei wa","Kids, Music","Music",1,4.28,88
"8422",8512,29357,"Eien","Drama, Fantasy, Music","Music",1,5.11,69
"3747",3771,25375,"Moon Pride","Magic, Music, Romance, Supernatural","Music",1,6.89,2478
"7240",7289,23157,"Kaze no Invitation","Magic, Music","Music",1,5.57,229
"2147",2159,11033,"Natsu-iro Egao de 1, 2, Jump!","Music","Music",1,7.34,6939
"5184",5212,22049,"Just Awake","Action, Music, Sci-Fi","Music",1,6.52,1057
"4188",4212,6666,"Passion","Music","Music",1,6.78,2100
"9888",10065,32768,"Revenge of Green Mutant","Music","Music",1,3.85,69
"7381",7433,29946,"Orchestra","Music","Music",1,5.44,137
"6613",6658,9732,"Full Moon Party","Music","Music",1,6.01,1020
"10515",10707,33124,"Wakuwaku♥Nukegake Daisakusen","Cars, Music","Music",1,4.2,59
"6355",6397,8939,"Bohemian Rhapsody","Music, Sci-Fi, Space","Music",1,6.13,3005
"7052",7100,17245,"Christmas","Music, Supernatural","Music",1,5.72,356
"6653",6698,18643,"Kita e: Pure Session","Music","Music",1,5.99,212
"1317",1324,10445,"Perfect Day","Music","Music",1,7.59,7743
"9678",9842,32472,"Okoru yo!","Kids, Music","Music",1,5,37
"7958",8027,30860,"Koumon-teki Juuku Ketsujiru Juke","Comedy, Dementia, Music","Music",1,3.78,310
"7579",7635,32790,"Urmă (Zanzou)","Music, Supernatural, Vampire","Music",1,5.31,93
"10244",10431,25103,"Sumiko no Egao","Kids, Music","Music",1,4.33,91
"6279",6319,4689,"Kaze no Toori Michi","Music","Music",1,6.17,1902
"7503",7556,30076,"Roba Chotto Suneta","Music","Music",1,5.3,107
"10610",10809,33908,"Yasoukyoku","Music","Music",1,5.14,82
"2066",2078,31780,"Kimi no Kokoro wa Kagayaiteru kai?","Music","Music",1,7.35,2762
"10420",10612,32861,"Tsukiyomi","Music","Music",1,4.73,86
"7589",7645,5017,"Yume no Kakera","Music","Music",1,5.21,776
"7710",7773,32804,"Ainone","Drama, Music","Music",1,5.03,136
"7447",7500,22471,"Mirakururun Grand Purin!","Kids, Music","Music",1,5.37,152
"6696",6741,17693,"Erementar Gerad: Aozora no Senki","Music","Music",1,5.96,759
"169",170,34240,"Shelter","Music, Sci-Fi","Music",1,8.38,71136
"7291",7341,8696,"Shiroi Michi","Music","Music",1,5.53,207
"7044",7092,21089,"Lost Forest","Music","Music",1,5.72,302
"5444",5474,17068,"Transfer","Action, Music","Music",1,6.45,797
"6507",6550,7953,"Defend Love","Adventure, Fantasy, Magic, Mecha, Music, Romance, Sci-Fi, Super Power, Supernatural","Music",1,6.06,1162
"7157",7206,30534,"Fen Qing","Music","Music",1,5.64,120
"3051",3073,10720,"Korekuraide Utau","Music","Music",1,7.09,1395
"7708",7771,14125,"Otogi no Kuni no Birthday","Kids, Music","Music",1,5.04,144
"7769",7833,18463,"Sign","Music, Sci-Fi","Music",1,4.91,192
"1667",1674,10050,"Macross F Music Clip Shuu: Nyankuri","Music","Music",1,7.47,3010
"10536",10730,30207,"Watashi wa Tofu Desu","Kids, Music","Music",1,4.46,55
"7210",7259,18831,"Rinkaku","Dementia, Horror, Music","Music",1,5.6,606
"10321",10510,29457,"Tenrankai de Atta Onnanoko","Kids, Music","Music",1,4.53,78
"8902",9019,32800,"Jijii: Owari no Hajimari","Music","Music",1,4.28,66
"6314",6356,4126,"Mahou no Tenshi Creamy Mami: Lovely Serenade","Music","Music",1,6.15,385
"8488",8583,32322,"Futari wa 80-sai","Kids, Music","Music",1,4.67,43
"3406",3428,2274,"CLAMP in Wonderland","Music","Music",1,6.99,12267
"3852",3876,12659,"Nisoku Hokou","Music","Music",1,6.86,1116
"10297",10485,29103,"Tanoshii Sansuu","Kids, Music","Music",1,3.53,75
"1376",1383,6399,"Higashi no Eden: Falling Down","Music","Music",1,7.56,9881
"6404",6446,32600,"Kanojo wa Zombie","Music, Romance","Music",1,6.11,387
"4718",4743,17913,"Redial","Music","Music",1,6.66,1710
"6085",6124,12121,"Towa no Kizuna","Music","Music",1,6.25,1692
"7715",7778,29902,"A Play","Music","Music",1,5.02,185
"5984",6022,29123,"World Calling","Music","Music",1,6.28,578
"4677",4701,18799,"Take Your Way","Action, Music, Seinen, Supernatural","Music",1,6.66,1387
"7212",7261,24181,"3-Nen C-Gumi 14-Ban Kubozono Chiyoko no Nyuukaku","Music, School","Music",1,5.59,385
"7586",7642,30077,"Koro wa Yane no Ue","Music","Music",1,5.21,108
"3208",3230,15673,"Tell Your World","Music","Music",1,7.05,2630
"7142",7190,20857,"Nebula feat. Hatsune Miku","Music","Music",1,5.66,1006
"7762",7826,30104,"Seichou Rap","Music","Music",1,4.93,105
"1174",1179,2768,"CLAMP in Wonderland 2","Action, Comedy, Drama, Fantasy, Magic, Music, Romance","Music",1,7.64,13985
"5500",5531,34252,"STAR BEAT!: Hoshi no Kodou","Music","Music",1,6.39,230
"7893",7961,29615,"Oh Yoko!","Dementia, Music, Romance","Music",1,4.44,337
"7470",7523,9509,"Yami no Purple Eye","Horror, Music, Mystery, Psychological, Shoujo, Supernatural","Music",1,5.35,500
"5645",5679,32264,"Dear Brave","Music, Romance","Music",1,6.38,522
"7235",7284,24315,"PoPo Loouise","Kids, Music","Music",1,5.58,106
"10125",10310,31450,"Sol","Dementia, Music","Music",1,3.77,88
"7294",7344,8731,"Akai Boushi","Music, Slice of Life","Music",1,5.52,389
"7562",7617,31695,"Goro-chan","Kids, Music","Music",1,5.23,142
"8173",8252,31882,"Bokura Machi Bouzu!","Kids, Music","Music",1,4.89,45
"8670",8774,20529,"Harinezumi","Music","Music",1,5.34,125
"6697",6742,19187,"Fake Doll","Music","Music",1,5.96,893
"8544",8640,32775,"Gene","Music","Music",1,3.95,68
"7444",7496,30162,"Hone Hone Rock","Kids, Music","Music",1,5.37,101
"6700",6745,32256,"Mahou no Tenshi Creamy Mami: Zutto Kitto Motto","Fantasy, Magic, Music, Romance, School, Sci-Fi, Shoujo","Music",1,5.96,129
"6442",6485,10799,"Chime","Music","Music",1,6.09,3125
"7927",7996,13311,"Henshin Gattai! 5 tsu no Atsuki Tamashii","Music, Super Power","Music",1,4.19,269
"8261",8344,30164,"Chiisana Kinomi","Kids, Music","Music",1,4.42,86
"9795",9967,29177,"Persia no Komoriuta: Watashi no Hana","Kids, Music","Music",1,3.63,87
"9709",9874,29053,"Orangutan","Kids, Music","Music",1,4.16,98
"7105",7153,8626,"Good Morning","Music, Slice of Life","Music",1,5.68,1381
"6747",6793,17891,"Namida no Tsubomi","Music, Slice of Life","Music",1,5.93,144
"7057",7105,33910,"Marine Bloomin&#039;","Music","Music",1,5.72,123
"8319",8402,24901,"Cook no Polka","Kids, Music","Music",1,3.43,102
"6972",7020,31252,"Korekarasaki, Nando Anata to.","Music, Slice of Life","Music",1,5.79,370
"3559",3583,13281,"FlashBack","Music","Music",1,6.94,1508
"6417",6459,24109,"Tooryanse","Music, Supernatural","Music",1,6.11,305
"7765",7829,22385,"a_caFe","Fantasy, Music","Music",1,4.91,343
"5547",5578,12683,"Yumeyume","Music","Music",1,6.42,915
"7298",7348,8782,"Hiyoko Gumo","Fantasy, Kids, Music","Music",1,5.52,490
"8587",8684,24905,"Go-hiki no Kobuta to Charleston","Music","Music",1,4,85
"7104",7152,9650,"Dream C Club Pure Songs Clips","Music","Music",2,5.68,358
"2495",2508,6548,"Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars","Ecchi, Music","Music",1,7.25,18991
"6827",6874,29757,"Mori no e","Kids, Music","Music",1,5.87,202
"8914",9032,30157,"Joki Joki Tailor","Kids, Music","Music",1,4.06,72
"7462",7515,15529,"Wamono","Music","Music",1,5.36,224
"3650",3674,13053,"Aimai Elegy","Music","Music",1,6.91,1646
"8106",8182,24785,"Awate Tokoya","Music","Music",1,3.7,92
"1282",1288,1047,"On Your Mark","Drama, Music, Sci-Fi","Music",1,7.6,13661
"7723",7786,21831,"Dracula no Uta","Kids, Music, Vampire","Music",1,5.01,246
"6939",6986,21715,"Makkuramori no Uta","Music","Music",1,5.81,117
"10315",10504,32812,"TeNiOE","Music","Music",1,4.86,79
