"","X","anime_id","name","genre","type","episodes","rating","members"
"2255",2267,15617,"Jinrui wa Suitai Shimashita Specials","Comedy, Fantasy, Seinen","Special",6,7.31,11459
"9691",9856,29403,"Oni Keibu Anpan","Kids, Police","Special",2,5.75,40
"946",949,7471,"Detective Conan Movie 09: Promo Special","Adventure, Comedy, Mystery, Police, Shounen","Special",1,7.75,4172
"6462",6505,19397,"Zettai Bouei Leviathan: Mini Takibi Gekijou","Comedy, Fantasy, Magic","Special",13,6.09,1203
"4863",4890,5849,"Zettai Karen Children Recap","Action, Comedy, Shounen, Supernatural","Special",1,6.61,1603
"5088",5116,19799,"Robot Girls Z","Comedy, Mecha, Parody","Special",3,6.55,12212
"958",961,33338,"One Piece: Heart of Gold","Action, Adventure, Comedy, Drama, Fantasy, Shounen","Special",1,7.75,17443
"9850",10026,25983,"Private Eye Dol","Comedy, Mystery","Special",3,5.91,73
"1154",1159,9839,"Detective Conan: Black History 2","Adventure, Comedy, Mystery, Police, Shounen","Special",1,7.65,2718
"859",862,9062,"Angel Beats! Specials","Action, Comedy, School, Supernatural","Special",2,7.79,139013
"1307",1314,3392,"Kiniro no Corda: Primo Passo - Hitonatsu no Encore","Harem, Music, Romance, School, Shoujo","Special",1,7.59,17967
"1569",1576,3965,"Nodame Cantabile Special","Comedy, Josei, Romance, Slice of Life","Special",1,7.5,19570
"3423",3445,13247,"Lupin III: Lupin Ikka Seizoroi","Adventure, Comedy, Shounen","Special",1,6.99,1462
"4803",4828,30953,"Arslan Senki (TV) Specials","Comedy","Special",8,6.62,5241
"2972",2992,20141,"Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi","Action, Adventure, Comedy, Shounen","Special",1,7.11,2083
"2745",2761,33713,"Seihou Bukyou Outlaw Star Specials","Action, Adventure, Comedy, Ecchi, Sci-Fi","Special",2,7.16,1509
"2034",2045,31326,"High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video","Comedy, Ecchi","Special",6,7.37,18288
"10463",10655,25981,"Ultra Dino Makera","Action, Kids","Special",1,5.35,62
"1427",1434,5538,"Tegamibachi: Hikari to Ao no Gensou Yawa","Adventure, Fantasy, Shounen, Slice of Life, Supernatural","Special",1,7.55,10903
"8939",9058,33695,"Kabushikigaisha Aokishouji","Comedy","Special",2,3.41,61
"8435",8527,10000,"Esper Mami Special: My Angel Mami-chan","Comedy, Super Power, Supernatural","Special",1,6.52,148
"5222",5250,17813,"Kyoto Animation: Megane-hen","Thriller","Special",1,6.51,5705
"4482",4506,18781,"Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Haruka-san Matsuri","Comedy, Music, Slice of Life","Special",6,6.71,2284
"6425",6467,31827,"Comet Lucifer: Garden Indigo no Shasou kara","Adventure, Comedy, Fantasy","Special",12,6.1,2769
"5665",5699,6437,"Sora wo Kakeru Shoujo Picture Drama","Adventure, Comedy, Sci-Fi, Space","Special",9,6.38,1716
"4608",4632,4469,".hack//G.U. Trilogy: Parody Mode","Comedy, Fantasy, Game, Parody, Sci-Fi","Special",1,6.67,7952
"3932",3956,30292,"Saki Achiga-hen: Episode of Side-A - Kuro no Tanjoubi","Game, School, Slice of Life","Special",1,6.84,1041
"2616",2630,1539,"Touch: Cross Road - Kaze no Yukue","Romance, Shounen, Sports","Special",1,7.21,1513
"8264",8347,19177,"Chiisana Love Letter: Mariko to Nemunoki no Kodomo-tachi","Drama, Music, School","Special",1,5.57,90
"4760",4785,9531,"Tezuka Osamu Monogatari: Boku wa Son Gokuu","Adventure","Special",1,6.64,244
"1286",1292,13587,"Persona 4 the Animation: No One is Alone","Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural","Special",1,7.6,26501
"4136",4160,3057,"Loveless Specials","Comedy, Fantasy, Romance, Shounen Ai, Supernatural","Special",6,6.79,11846
"2038",2049,15735,"Jormungand: Perfect Order - First Stage Soushuuhen","Action, Adventure, Seinen","Special",1,7.37,6522
"7310",7361,19279,"Pony Metal U-GAIM Promotion Film","Action, Mecha, Music, Parody, Sci-Fi","Special",1,5.5,298
"7293",7343,19977,"The Impression of First Gundam","Action, Mecha, Military, Sci-Fi, Space","Special",1,5.53,585
"9981",10159,32897,"Seishun Anime Zenshuu Specials","Drama, Historical","Special",2,5,50
"867",870,13403,"Inu x Boku SS Special","Comedy, Shounen, Supernatural","Special",1,7.79,46803
"4335",4359,2641,"Doraemon: It&#039;s Winter!","Adventure, Comedy, Fantasy, Kids, Shounen","Special",1,6.74,485
"4214",4238,13731,"Eureka Seven: New Order","Adventure, Drama, Mecha, Romance, Sci-Fi","Special",1,6.77,5900
"4492",4516,6883,"Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro","Comedy, Fantasy, Supernatural","Special",1,6.71,2484
"4358",4382,2290,"Superflat Monogram","Adventure, Fantasy","Special",1,6.74,4889
"7386",7438,30739,"Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue Specials","Comedy, Ecchi","Special",3,5.44,1264
"9273",9418,19971,"Machi Ichiban no Kechinbou","Drama, Historical, Music, Supernatural","Special",1,5.61,117
"9141",9277,33881,"Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Washi to Ore!? - Bokura wa Asakusa Shounen Tanteid","Comedy, Police","Special",2,7.18,116
"4204",4228,23627,"Aoki Hagane no Arpeggio: Ars Nova - Kirikumas","Comedy, Parody","Special",13,6.77,2913
"2405",2418,31645,"Persona 5 the Animation: The Day Breakers","Action, Fantasy, Seinen, Supernatural","Special",1,7.27,12779
"231",232,19123,"One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari","Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power","Special",1,8.29,17247
"6734",6780,33105,"Wake Up, Girl Zoo! Miyagi PR de Go!","Comedy","Special",1,5.94,283
"3820",3844,7016,"Senjou no Valkyria: SenVal Theater","Comedy","Special",9,6.87,8006
"6428",6470,32349,"Hot Minute: Gudetama","Comedy, Kids","Special",1,6.1,213
"10242",10429,25101,"Sumiko","Comedy, Kids, Slice of Life","Special",2,4.54,72
"8634",8735,10246,"Hajimete no Christmas","Kids","Special",1,6.3,89
"8988",9111,30149,"Kamiusagi Rope 2 Specials","Comedy, Slice of Life","Special",4,3.67,63
"4192",4216,5256,"Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai","Adventure, Fantasy","Special",1,6.78,6671
"2136",2148,27945,"Gugure! Kokkuri-san Specials","Comedy, Romance, Shounen, Supernatural","Special",11,7.34,5870
"4405",4429,6878,"Usavich Special","Adventure, Comedy","Special",1,6.73,1352
"3768",3792,17419,"Dog Days&#039; Specials","Action, Adventure, Fantasy, Magic","Special",13,6.88,4854
"9293",9438,22239,"Mahou no Yousei Persia Pilot","Magic","Special",1,5.09,151
"4263",4287,6736,"Mouryou no Hako Special","Mystery, Seinen, Supernatural, Thriller","Special",1,6.76,4733
"1120",1125,9396,"Mitsudomoe Special","Comedy, School, Slice of Life","Special",1,7.67,11354
"9814",9989,31642,"Pittanko! Taiyou-sensei to Pittanko","Comedy, Kids, School","Special",1,6.25,34
"1686",1693,5332,"Toshokan Sensou: Koi no Shougai","Action, Comedy, Drama, Military, Romance","Special",1,7.47,6581
"1007",1011,32915,"Durarara!!x2 Ketsu: Dufufufu!!","Action, Mystery, Supernatural","Special",1,7.72,13126
"3295",3317,2832,"Ani*Kuri15","Adventure, Comedy, Drama, Fantasy, Game, Magic, Martial Arts, Mecha, School, Sci-Fi, Slice of Life, Super Power, Supernatural","Special",15,7.02,12926
"4577",4601,19255,"Hyakka Ryouran: Samurai Bride Specials","Comedy, Ecchi","Special",6,6.68,6337
"1164",1169,13245,"New Prince of Tennis Specials","Action, Comedy, Shounen, Sports","Special",7,7.65,5524
"3603",3627,6199,"Mai-Otome Zwei Special","Magic","Special",1,6.93,2512
"2539",2553,13561,"Guilty Crown: 4-koma Gekijou","Comedy","Special",11,7.23,13053
"5878",5914,19029,"Yuyushiki: Nyanyashiki","Comedy","Special",6,6.32,6805
"603",605,12893,"Danshi Koukousei no Nichijou Specials","Comedy, School, Shounen, Slice of Life","Special",6,7.94,49891
"8932",9050,25057,"Kaba Enchou no Doubutsuen Nikki","Comedy, Drama, Kids","Special",1,5.67,50
"10072",10256,5933,"Shiroi Kiba White Fang Monogatari","Adventure, Drama, Historical","Special",1,6.63,185
"5639",5673,17167,"Akai Koudan Zillion Specials","Adventure, Sci-Fi, Shounen","Special",3,6.38,262
"6397",6439,12665,"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal","Comedy","Special",1,6.13,12967
"6143",6182,31133,"Shounen Sunday CM Gekijou: InuYasha-hen","Action, Demons, Fantasy","Special",2,6.23,1218
"7683",7744,31014,"Aru Zombie Shoujo no Sainan","Action, Horror","Special",1,5.07,360
"7026",7074,6684,"Marie &amp; Gali Special","Comedy","Special",1,5.75,407
"6531",6574,33798,"Cheer Danshi!! Recap","School, Sports","Special",1,6.06,2537
"4113",4137,33524,"Sakamoto desu ga? Special","Comedy, School, Seinen","Special",1,6.8,23745
"5046",5074,29419,"Pokemon XY: New Year&#039;s Eve 2014 Super Mega Special","Action, Adventure, Comedy, Fantasy, Kids","Special",1,6.56,1358
"8259",8342,24883,"Chiisai Sensuikan ni Koi wo Shita Dekasugiru Kujira no Hanashi","Fantasy, Kids, Military","Special",1,7.2,65
"3055",3077,4202,"Mokke Specials","Mystery, Slice of Life, Supernatural","Special",2,7.09,1331
"7696",7757,13795,"The Green Wind","Fantasy","Special",1,5.06,295
"9592",9751,32773,"Nintama Rantarou no Uchuu Daibouken with Cosmic Front☆Next","Adventure, Comedy, Kids, Space","Special",2,5.75,67
