"","X","anime_id","name","genre","type","episodes","rating","members"
"343",345,781,"Detective Conan Movie 03: The Last Wizard of the Century","Adventure, Comedy, Mystery, Police, Shounen","Movie",1,8.16,26799
"374",376,20815,"Sekaiichi Hatsukoi: Valentine-hen","Comedy, Romance, Shounen Ai","Movie",1,8.14,13454
"389",391,1471,"City Hunter 2","Action, Comedy, Mystery, Shounen","TV",63,8.12,8199
"393",395,2448,"Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven","Action, Mecha, Sci-Fi","Special",1,8.12,16614
"396",398,10080,"Kami nomi zo Shiru Sekai II","Comedy, Harem, Romance, Shounen, Supernatural","TV",12,8.12,194300
"411",413,34103,"Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen","Action, Horror, Mystery, Psychological","Special",1,8.1,29969
"415",417,77,"Mahou Shoujo Lyrical Nanoha A&#039;s","Action, Comedy, Drama, Magic, Super Power","TV",13,8.1,41685
"427",429,6774,"Kuuchuu Buranko","Comedy, Drama, Psychological, Seinen","TV",11,8.09,41521
"439",441,3588,"Soul Eater","Action, Adventure, Comedy, Fantasy, Shounen, Supernatural","TV",51,8.08,580184
"447",449,2158,"Terra e... (TV)","Action, Drama, Military, Sci-Fi, Space","TV",24,8.07,36941
"449",451,11113,"Usagi Drop Specials","Josei, Slice of Life","Special",4,8.07,36351
"452",454,8142,"Colorful (Movie)","Drama, Slice of Life, Supernatural","Movie",1,8.06,63263
"465",467,849,"Suzumiya Haruhi no Yuuutsu","Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life","TV",14,8.06,428569
"478",480,13331,"Jormungand: Perfect Order","Action, Adventure, Seinen","TV",12,8.04,81951
"494",496,30831,"Kono Subarashii Sekai ni Shukufuku wo!","Adventure, Comedy, Fantasy, Supernatural","TV",10,8.03,244877
"495",497,416,"Kurenai no Buta","Action, Adventure, Comedy, Drama, Historical, Military, Romance","Movie",1,8.03,74028
"496",498,85,"Mobile Suit Zeta Gundam","Drama, Mecha, Military, Sci-Fi, Space","TV",50,8.03,28959
"501",503,3228,"Zoku Sayonara Zetsubou Sensei","Comedy, Parody, School","TV",13,8.03,74040
"507",509,8310,"Magic Kaito","Adventure, Comedy, Romance, Shounen","Special",12,8.02,27274
"522",524,1470,"City Hunter","Action, Comedy, Mystery, Shounen","TV",51,8,19963
"524",526,27633,"Gekkan Shoujo Nozaki-kun Specials","Comedy, Romance, School","Special",6,8,52672
"545",547,19319,"Gundam Build Fighters","Action, Mecha, Sci-Fi","TV",25,7.98,31606
"556",558,267,"Gungrave","Action, Drama, Sci-Fi, Seinen, Super Power","TV",26,7.97,95825
"575",577,12413,"Jormungand","Action, Adventure, Seinen","TV",12,7.96,137610
"581",583,269,"Bleach","Action, Comedy, Shounen, Super Power, Supernatural","TV",366,7.95,624055
"586",588,8609,"Detective Conan OVA 10: Kid in Trap Island","Adventure, Comedy, Mystery, Police, Shounen","OVA",1,7.95,7757
"592",594,25517,"Magic Kaito 1412","Adventure, Comedy, Romance, Shounen","TV",24,7.95,43545
"593",595,31764,"Nejimaki Seirei Senki: Tenkyou no Alderamin","Action, Adventure, Fantasy, Military","TV",13,7.95,86475
"611",613,97,"Last Exile","Action, Adventure, Sci-Fi","TV",26,7.94,104193
"621",624,2890,"Gake no Ue no Ponyo","Adventure, Fantasy","Movie",1,7.93,140277
"622",625,468,"Ghost in the Shell 2: Innocence","Mecha, Military, Police, Psychological, Sci-Fi","Movie",1,7.93,85714
"626",629,516,"Keroro Gunsou","Comedy, Sci-Fi, Shounen","TV",358,7.93,31632
"629",632,93,"Mobile Suit Gundam Seed","Action, Drama, Mecha, Military, Romance, Sci-Fi, Space","TV",50,7.93,96973
"658",661,1473,"City Hunter &#039;91","Action, Comedy, Mystery, Shounen","TV",13,7.91,6337
"661",664,1910,"Master Keaton OVA","Adventure, Mystery","OVA",15,7.91,3205
"684",687,532,"Bishoujo Senshi Sailor Moon S","Drama, Magic, Romance, Shoujo","TV",38,7.89,66911
"709",712,6862,"K-On!: Live House!","Comedy, Music, School, Slice of Life","Special",1,7.88,70787
"711",714,18153,"Kyoukai no Kanata","Fantasy, Slice of Life, Supernatural","TV",12,7.88,359011
"713",716,795,"Oniisama e...","Drama, School, Shoujo, Shoujo Ai","TV",39,7.88,11424
"726",729,2175,"Kino no Tabi: The Beautiful World - Byouki no Kuni - For You","Adventure, Drama, Fantasy","Movie",1,7.87,23453
"741",744,8514,"Break Blade 2: Ketsubetsu no Michi","Action, Fantasy, Mecha, Military, Shounen","Movie",1,7.86,44900
"753",756,396,"Seikai no Senki","Action, Military, Romance, Sci-Fi, Space","TV",13,7.86,18580
"761",764,15117,"Kami nomi zo Shiru Sekai: Tenri-hen","Comedy, Harem, Romance, Shounen, Supernatural","OVA",2,7.85,68623
"763",766,6050,"Mahou Sensei Negima! Mou Hitotsu no Sekai","Action, Adventure, Ecchi, Magic, Shounen, Supernatural","OVA",4,7.85,12413
"768",771,31704,"One Punch Man: Road to Hero","Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural","OVA",1,7.85,94839
"782",785,13667,"Naruto: Shippuuden Movie 6 - Road to Ninja","Action, Adventure, Martial Arts, Shounen, Super Power","Movie",1,7.84,87369
"815",818,474,"Macross Plus","Drama, Mecha, Military, Romance, Sci-Fi, Space","OVA",4,7.82,23138
"844",847,150,"Blood+","Action, Drama, Horror, Military, Mystery, Supernatural, Vampire","TV",50,7.8,208321
"861",864,6772,"Break Blade 1: Kakusei no Toki","Action, Fantasy, Mecha, Military, Shounen","Movie",1,7.79,58184
"868",871,228,"Jigoku Shoujo","Horror, Mystery, Psychological, Supernatural","TV",26,7.79,172415
"885",888,4725,"Ga-Rei: Zero","Action, Super Power, Supernatural, Thriller","TV",12,7.78,145102
"888",891,10790,"Kore wa Zombie Desu ka? of the Dead","Action, Comedy, Ecchi, Harem, Magic, Supernatural","TV",10,7.78,180032
"915",918,1376,"Ojamajo Doremi Na-i-sho","Comedy, Fantasy, Magic, Shoujo","OVA",13,7.77,3620
"935",938,20785,"Mahouka Koukou no Rettousei","Magic, Romance, School, Sci-Fi, Supernatural","TV",26,7.76,285317
"944",947,8247,"Bleach Movie 4: Jigoku-hen","Action, Comedy, Shounen, Super Power, Supernatural","Movie",1,7.75,94074
"952",955,6624,"Kara no Kyoukai Remix: Gate of Seventh Heaven","Action, Mystery, Romance, Super Power, Thriller","Movie",1,7.75,24735
"955",958,19669,"Kuroko no Basket: Baka ja Katenai no yo!","Comedy, School, Shounen, Sports","OVA",1,7.75,26785
"971",974,16528,"Hal","Romance, Sci-Fi, Shoujo","Movie",1,7.74,50812
"973",976,6372,"Higashi no Eden Movie I: The King of Eden","Comedy, Drama, Mystery, Romance, Slice of Life, Thriller","Movie",1,7.74,101734
"978",981,1915,"Mahou Shoujo Lyrical Nanoha StrikerS","Action, Comedy, Drama, Magic, Super Power","TV",26,7.74,35442
"994",998,8532,"Katekyo Hitman Reborn! Special","Comedy, Shounen","ONA",1,7.73,19991
"996",1000,9136,"Kuroshitsuji II Specials","Comedy, Fantasy, Parody, Shounen, Supernatural","Special",6,7.73,60899
"998",1002,7627,"Mitsudomoe","Comedy, School, Slice of Life","TV",13,7.73,56483
"1011",1015,5204,"Kara no Kyoukai 6: Boukyaku Rokuon","Action, Magic, Mystery, Romance, Supernatural, Thriller","Movie",1,7.72,93803
"1025",1030,3785,"Evangelion: 3.0 You Can (Not) Redo","Action, Mecha, Sci-Fi","Movie",1,7.71,135318
"1031",1036,31997,"Hetalia: The World Twinkle Extra Disc","Comedy, Historical, Parody","OVA",1,7.71,2152
"1083",1088,6793,"Kuroshitsuji Special","Comedy, Demons, Parody","Special",1,7.69,53706
"1097",1102,1946,"Ashita no Nadja","Adventure, Drama, Historical, Romance, Shoujo","TV",50,7.68,13742
"1104",1109,340,"Mutsu Enmei Ryuu Gaiden: Shura no Toki","Action, Historical, Martial Arts, Samurai, Shounen","TV",26,7.68,13959
"1111",1116,18507,"Free!","Comedy, School, Slice of Life, Sports","TV",12,7.67,265791
"1130",1135,9786,"Detective Conan: Conan vs. Kid - Jet Black Sniper","Adventure, Comedy, Mystery, Police, Shounen","Movie",1,7.66,2119
"1142",1147,1873,"Plawres Sanshirou","Adventure, Mecha, School, Sci-Fi, Shounen, Sports","TV",37,7.66,1718
"1144",1149,2562,"Shion no Ou","Drama, Game, Mystery, Thriller","TV",22,7.66,20553
"1145",1150,1861,"Slam Dunk: Zenkoku Seiha Da! Sakuragi Hanamichi","Comedy, Drama, School, Shounen, Slice of Life, Sports","Movie",1,7.66,7992
"1156",1161,2673,"Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai","Adventure, Comedy, Fantasy","Movie",1,7.65,1583
"1157",1162,31376,"Flying Witch","Comedy, Magic, Shounen, Slice of Life, Supernatural","TV",12,7.65,95933
"1168",1173,26243,"Owari no Seraph","Action, Drama, Shounen, Supernatural, Vampire","TV",12,7.65,315630
"1187",1192,1029,"Omoide Poroporo","Drama, Romance, Slice of Life","Movie",1,7.64,39589
"1218",1223,1240,"Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki","Drama, Magic, Shoujo","Movie",1,7.62,24968
"1219",1224,2424,"Cardcaptor Sakura Specials","Comedy","Special",3,7.62,18604
"1220",1225,6573,"Darker than Black: Ryuusei no Gemini","Action, Mystery, Sci-Fi, Super Power","TV",12,7.62,222243
"1221",1226,21743,"Donten ni Warau","Action, Historical, Shoujo","TV",12,7.62,57649
"1231",1236,522,"Metropolis","Adventure, Drama, Police, Romance, Sci-Fi, Shounen","Movie",1,7.62,44030
"1281",1287,218,"Kidou Senkan Nadesico","Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space","TV",26,7.6,27976
"1288",1294,10731,"Prince of Tennis: Eikokushiki Teikyuu Shiro Kessen!","Action, Comedy, School, Shounen, Sports","Movie",1,7.6,6162
"1295",1301,6802,"So Ra No Wo To","Military, Music, Sci-Fi, Slice of Life","TV",12,7.6,84390
"1305",1312,9023,"Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview","Comedy","Special",3,7.59,12153
"1312",1319,593,"Mugen no Ryvius","Drama, Mecha, Military, Psychological, Sci-Fi, Space","TV",26,7.59,22714
"1319",1326,2596,"Shinreigari: Ghost Hound","Mystery, Psychological, Sci-Fi, Supernatural","TV",22,7.59,78469
"1353",1360,12053,"Mardock Scramble: The Third Exhaust","Action, Psychological, Sci-Fi","Movie",1,7.57,20459
"1368",1375,31553,"Charlotte: Tsuyoi Monotachi","School, Super Power","Special",1,7.56,39137
"1373",1380,18465,"Genshiken Nidaime","Comedy, Parody, Slice of Life","TV",13,7.56,29952
"1374",1381,852,"Gokinjo Monogatari","Comedy, Drama, Romance, Slice of Life","TV",50,7.56,7279
"1377",1384,3652,"Higurashi no Naku Koro ni Rei","Comedy, Mystery, Psychological, Supernatural, Thriller","OVA",5,7.56,99463
"1392",1399,2203,"Waga Seishun no Arcadia: Mugen Kidou SSX","Action, Adventure, Drama, Sci-Fi, Space","TV",22,7.56,2587
"1393",1400,156,"X","Action, Drama, Fantasy, Magic, Romance, Shoujo, Super Power","TV",24,7.56,51004
"1408",1415,134,"Gunslinger Girl","Action, Drama, Military, Psychological, Sci-Fi","TV",13,7.55,106865
"1424",1431,165,"RahXephon","Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi","TV",26,7.55,66751
"1439",1446,18393,"Fairy Tail x Rave","Action, Adventure, Comedy, Fantasy, Magic, Shounen","OVA",1,7.54,51844
"1459",1466,4037,"Cowboy Bebop: Yose Atsume Blues","Action, Adventure, Comedy, Drama, Sci-Fi, Space","Special",1,7.53,19565
"1461",1468,8768,"Hiyokoi","Romance, School, Shoujo","Special",1,7.53,51072
"1467",1474,1203,"Nitaboh","Historical, Music","Movie",1,7.53,4413
"1475",1482,10798,"UN-GO","Mystery, Supernatural","TV",11,7.53,84499
"1493",1500,76,"Mahou Shoujo Lyrical Nanoha","Action, Comedy, Drama, Magic, Super Power","TV",13,7.52,62582
"1496",1503,31414,"Nijiiro Days","Comedy, Romance, School, Shoujo, Slice of Life","TV",24,7.52,57920
"1508",1515,5233,"Slayers Evolution-R","Adventure, Comedy, Fantasy","TV",13,7.52,20508
"1509",1516,2014,"Taiho Shichau zo: Second Season","Action, Comedy, Police, Shounen","TV",26,7.52,5387
"1510",1517,24459,"Tales of Zestiria: Doushi no Yoake","Fantasy","Special",1,7.52,23484
"1520",1527,2672,"Doraemon Movie 05: Nobita no Makai Daibouken","Fantasy","Movie",1,7.51,1321
"1523",1530,2228,"Honoo no Toukyuuji: Dodge Danpei","Comedy, Sports","TV",47,7.51,2214
"1526",1533,489,"Kamichu!","Comedy, Drama, Slice of Life, Supernatural","TV",12,7.51,33053
"1550",1557,19163,"Date A Live II","Comedy, Harem, Mecha, Romance, School, Sci-Fi","TV",10,7.5,186187
"1555",1562,10870,"Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV)","Comedy, Mecha, Sci-Fi","TV",12,7.5,7582
"1585",1592,9213,"Kowarekake no Orgel","Drama, Music, Sci-Fi, Slice of Life","OVA",1,7.49,24876
"1638",1645,30641,"Yankee-kun na Yamada-kun to Megane-chan to Majo","Comedy, School, Shounen","Special",1,7.48,7170
"1642",1649,2125,"Yuu☆Yuu☆Hakusho: Eizou Hakusho","Action, Adventure, Shounen, Supernatural","OVA",2,7.48,6352
"1643",1650,763,"Zoids","Action, Adventure, Comedy, Mecha, Sci-Fi","TV",67,7.48,27614
"1644",1651,656,"Air in Summer","Comedy, Drama, Historical, Romance, Supernatural","Special",2,7.47,29514
"1687",1694,1744,"Wagamama☆Fairy Mirumo de Pon!","Adventure, Comedy, Drama, Fantasy, Kids, Magic, Romance, School, Shoujo","TV",172,7.47,8713
"1727",1734,9611,"Aa! Megami-sama! (2011)","Comedy, Magic, Romance, Seinen, Supernatural","OVA",3,7.45,12872
"1759",1766,5034,"Shikabane Hime: Kuro","Action, Horror","TV",12,7.45,46709
"1771",1778,10479,"Beelzebub Specials","Action, Comedy, Demons, School, Shounen, Supernatural","Special",16,7.44,9834
"1772",1779,8756,"Bishoujo Senshi Sailor Moon Memorial","Demons, Magic, Romance, Shoujo","OVA",5,7.44,7981
"1778",1785,1250,"Erementar Gerad","Adventure, Comedy, Fantasy, Magic, Romance, Super Power","TV",26,7.44,63193
"1805",1812,2658,"Doraemon Movie 09: Nobita no Parallel Saiyuuki","Adventure, Fantasy, Kids, Sci-Fi, Shounen","Movie",1,7.43,1189
"1813",1820,13469,"Hyouka: Motsubeki Mono wa","Slice of Life","OVA",1,7.43,68823
"1818",1825,32953,"Koi ni Naritai Aquarium","Music","Music",1,7.43,1683
"1830",1837,13599,"Robotics;Notes","Drama, Mystery, School, Sci-Fi","TV",22,7.43,107304
"1837",1844,2113,"Tenkuu Senki Shurato","Action, Fantasy, Magic, Shounen","TV",38,7.43,4914
"1856",1863,10804,"Ikoku Meiro no Croisée Special","Historical, Seinen, Slice of Life","Special",1,7.42,5950
"1865",1872,20939,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA","Comedy, Romance, School","OVA",1,7.42,35583
"1874",1881,5141,"Taishou Yakyuu Musume.","Comedy, Historical, School, Seinen, Sports","TV",12,7.42,12248
"1875",1882,2683,"Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku","Action, Drama, Fantasy, Horror, Martial Arts, Mystery, School","TV",12,7.42,21972
"1876",1883,3051,"Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!","Fantasy, Music, Romance, Shoujo","Movie",1,7.42,2319
"1890",1897,27829,"Heavy Object","Action, Mecha, Military, Sci-Fi","TV",24,7.41,68382
"1898",1905,7761,"Masuda Kousuke Gekijou Gag Manga Biyori +","Comedy","TV",12,7.41,1123
"1908",1915,1329,"Rail of the Star: A True Story of Children","Drama, Historical","Movie",1,7.41,1302
"1917",1924,5356,"Canaan","Action, Seinen","TV",13,7.4,123217
"1919",1926,20479,"Choujigen Game Neptune The Animation OVA","Action, Comedy, Fantasy, Sci-Fi","OVA",1,7.4,16067
"1926",1935,940,"Inukami!","Comedy, Ecchi, Romance, Shounen, Supernatural","TV",26,7.4,47882
"1929",1938,99,"Mai-Otome","Comedy, Drama, Fantasy, Magic","TV",26,7.4,36924
"1938",1947,4921,"Ramayana: The Legend of Prince Rama","Adventure","Movie",1,7.4,517
"1943",1952,9793,"Senjou no Valkyria 3: Tagatame no Juusou","Action, Fantasy, Military","OVA",2,7.4,9847
"1954",1963,2675,"Doraemon Movie 17: Nobita to Ginga Express","Fantasy","Movie",1,7.39,1342
"1999",2009,1374,"Kyoushoku Soukou Guyver (2005)","Adventure, Sci-Fi, Shounen","TV",26,7.38,12337
"2005",2015,10448,"Rain Town","Drama","ONA",1,7.38,12489
"2011",2021,152,"Solty Rei","Action, Sci-Fi, Super Power","TV",24,7.38,17943
"2042",2053,2734,"Mazinkaiser: Shitou! Ankoku Dai Shogun","Action, Mecha","OVA",1,7.37,2216
"2062",2073,902,"Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu","Adventure, Comedy, Fantasy, Sci-Fi, Shounen","Movie",1,7.36,51083
"2063",2075,16700,"Higurashi no Naku Koro ni Kaku: Outbreak","Horror, Mystery, Psychological, Thriller","OVA",1,7.36,33381
"2064",2076,14765,"Ixion Saga DT","Action, Comedy, Fantasy","TV",25,7.36,52569
"2068",2080,32871,"Kuroko no Basket Movie 3: Winter Cup Soushuuhen - Tobira no Mukou","Comedy, Shounen, Sports","Movie",1,7.38,5492
"2071",2083,190,"Love Hina Again","Comedy, Drama, Ecchi, Romance, Shounen","OVA",3,7.36,61154
"2075",2087,8424,"MM!","Comedy, Ecchi, Harem, School","TV",12,7.36,129672
"2083",2095,415,"Tonari no Yamada-kun","Comedy, Slice of Life","Movie",1,7.36,16442
"2088",2100,17901,"All Alone With You","Fantasy, Music","Music",1,7.35,7612
"2106",2118,1967,"Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars","Drama, Mecha, Military, Sci-Fi, Space","Movie",1,7.35,6326
"2107",2119,3467,"Nogizaka Haruka no Himitsu","Comedy, Romance","TV",12,7.35,80820
"2110",2122,195,"Onegai☆Teacher","Comedy, Drama, Romance, School, Sci-Fi","TV",12,7.35,99558
"2114",2126,21073,"Puchimas!!: Petit Petit iDOLM@STER","Comedy, Slice of Life","ONA",74,7.35,5359
"2150",2162,8171,"One Piece Recap","Action, Adventure, Comedy, Fantasy, Shounen, Super Power","OVA",1,7.34,10147
"2159",2171,4896,"Umineko no Naku Koro ni","Horror, Mystery, Psychological, Supernatural","TV",26,7.34,126865
"2165",2177,1205,"Aru Tabibito no Nikki","Adventure, Fantasy","ONA",6,7.33,15565
"2167",2179,24469,"Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de","Action, Mecha, Sci-Fi","Special",2,7.33,14158
"2184",2196,5084,"Mai Mai Shinko to Sennen no Mahou","Adventure, Drama","Movie",1,7.33,6491
"2185",2197,7261,"Mameshiba","Comedy","Special",24,7.33,3085
"2186",2198,5351,"Mobile Suit Gundam 00: Tenshitachi no Kiseki","Action, Mecha, Sci-Fi","Special",1,7.33,4680
"2205",2217,11375,".hack//The Movie: Sekai no Mukou ni","Action, Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi","Movie",1,7.32,11617
"2209",2221,15711,"Bakuman.: Deraman.","Comedy, School, Shounen","Special",2,7.32,7962
"2212",2224,11783,"Dog Days&#039;","Action, Adventure, Fantasy, Magic","TV",13,7.32,55277
"2219",2231,3734,"Glass no Kamen: Sen no Kamen wo Motsu Shoujo","Drama, Shoujo","OVA",3,7.32,1248
"2223",2235,28387,"Joukamachi no Dandelion","Comedy, Seinen, Slice of Life, Super Power","TV",12,7.32,64307
"2236",2248,9981,"Phi Brain: Kami no Puzzle","Action, Game, Mystery, Shounen","TV",25,7.32,64958
"2241",2253,866,"Slayers Premium","Adventure, Comedy, Fantasy, Magic, Shounen","Movie",1,7.32,13008
"2256",2268,3010,"Kaiketsu Zorro","Adventure, Historical, Shounen","TV",52,7.31,5243
"2258",2270,274,"Kiddy Grade","Action, Ecchi, Mecha, Sci-Fi, Super Power","TV",24,7.31,30766
"2271",2283,3594,"Tears to Tiara","Action, Adventure, Fantasy, Magic","TV",26,7.31,50455
"2275",2287,3043,"Andersen Douwa: Ningyohime","Fantasy, Romance, Shoujo","Movie",1,7.3,2535
"2289",2301,12175,"Koi to Senkyo to Chocolate","Drama, Romance, School","TV",12,7.3,91552
"2297",2309,34085,"Sakura Nagashi","Action, Drama, Mecha, Music, Sci-Fi","Music",1,7.29,2945
"2303",2315,1920,"Urusei Yatsura Movie 1: Only You","Action, Adventure, Comedy, Drama, Romance, Sci-Fi","Movie",1,7.3,3818
"2307",2319,6164,"Aoi Hana","Romance, Shoujo Ai, Slice of Life","TV",11,7.29,43279
"2310",2322,4071,"Black Jack (TV): Hizouban Specials","Adventure","Special",2,7.29,1707
"2311",2323,12079,"Black★Rock Shooter","Action, Music","Music",1,7.29,40641
"2321",2333,395,"Gantz 2nd Stage","Action, Drama, Horror, Psychological, Sci-Fi, Supernatural","TV",13,7.29,87240
"2325",2337,1371,"Hi no Tori","Adventure, Drama, Historical, Sci-Fi, Supernatural","TV",13,7.29,4247
"2333",2345,1413,"Lupin III: Alcatraz Connection","Action, Adventure, Comedy, Shounen","Special",1,7.29,3242
"2344",2356,550,"Yu☆Gi☆Oh!","Action, Comedy, Fantasy, Game, Shounen","TV",27,7.29,89243
"2347",2359,1498,"Black Blood Brothers","Action, Comedy, Fantasy, Shounen, Supernatural, Vampire","TV",12,7.28,68626
"2348",2360,30711,"Code Geass: Boukoku no Akito Final - Itoshiki Monotachi e","Action, Mecha, Military","Movie",1,7.28,23592
"2357",2370,2542,"Lady Georgie","Drama, Historical, Romance, Shoujo","TV",45,7.28,4157
"2379",2392,369,"Boogiepop wa Warawanai: Boogiepop Phantom","Dementia, Drama, Horror, Mystery, Psychological, Supernatural","TV",12,7.27,47280
"2380",2393,2036,"Cosmic Baton Girl Comet-san","Adventure, Comedy, Drama, Magic, Sci-Fi","TV",43,7.27,1763
"2400",2413,279,"Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari","Fantasy, Historical, Horror, Mystery, Psychological, Supernatural","TV",13,7.27,20859
"2402",2415,1968,"Mobile Suit Zeta Gundam: A New Translation II - Lovers","Drama, Mecha, Military, Romance, Sci-Fi, Space","Movie",1,7.27,5772
"2415",2428,17699,"Toriko Movie: Bishokushin no Special Menu","Action, Adventure, Fantasy, Shounen","Movie",1,7.27,3077
"2431",2444,380,"Fushigi Yuugi OVA","Adventure, Comedy, Fantasy, Historical, Romance, Shoujo","OVA",3,7.26,14863
"2452",2465,33004,"Tanaka-kun wa Kyou mo Kedaruge","Comedy, School","Special",35,7.26,10434
"2464",2477,4246,"Eureka Seven: Pocket ga Niji de Ippai","Adventure, Mecha, Romance, Sci-Fi","Movie",1,7.25,32514
"2467",2480,13161,"Hagure Yuusha no Aesthetica","Action, Ecchi, Fantasy, Super Power","TV",12,7.25,156044
"2481",2494,5440,"Ougon Yuusha Goldran","Action, Adventure, Fantasy, Mecha, Sci-Fi, Shounen","TV",48,7.25,910
"2482",2495,1493,"Project ARMS: The 2nd Chapter","Action, Fantasy, Martial Arts, School, Super Power","TV",26,7.25,3368
"2488",2501,22359,"Sanzoku no Musume Ronja","Adventure","TV",26,7.25,15236
