"","X","anime_id","name","genre","type","episodes","rating","members"
"4237",4261,28063,"Sword Art Online II: Sword Art Offline II","Comedy","Special",9,6.77,19677
"3937",3961,14853,"Tsukumo","Historical, Supernatural","Movie",1,6.84,3772
"4089",4113,850,"Gakuen Heaven","Comedy, Drama, Romance, School, Shounen Ai","TV",13,6.8,34787
"2907",2926,10819,"Ranma ½: Tendou-ke no Oyobidenai Yatsura!","Comedy, Martial Arts, Slice of Life","Special",1,7.13,2077
"8469",8561,33872,"Fujinkoron-senpai","Comedy","ONA",1,4.4,64
"41",41,1535,"Death Note","Mystery, Police, Psychological, Supernatural, Thriller","TV",37,8.71,1013917
"8508",8604,23347,"Gan to Gon","Comedy, Kids","TV",260,6.7,61
"7391",7443,12561,"Benkei tai Ushiwaka","Action, Comedy","Movie",1,5.42,410
"6672",6717,3235,"Magma Taishi","Action, Sci-Fi, Shounen, Space, Super Power","OVA",13,5.98,421
"11014",11457,5603,"Shin Ringetsu","Drama, Hentai, Supernatural","OVA",2,6.59,2295
"10987",11429,10546,"Rinkan Club","Hentai","OVA",4,6.63,3107
"6742",6788,832,"Ginsoukikou Ordian","Mecha, Sci-Fi","TV",24,5.93,1304
"9375",9521,26271,"Meiji Ishin wo Tsukuriageta Hitobito","Drama, Historical, Kids, Samurai","OVA",1,5,52
"8944",9063,33136,"Kachikachi Yama (1958)","Fantasy","Movie",1,5.67,33
"11473",11924,9939,"Kunoichi Sakuya","Hentai","OVA",2,5.89,1218
"8566",8662,26283,"Gin no Rousokutate","Drama, Kids","OVA",1,4.36,104
"10034",10216,28293,"Shimajirou to Ookinaki","Adventure, Kids","Movie",1,4.75,78
"6129",6168,25567,"DRAMAtical Murder OVA: Data_xx_Transitory","Drama, Psychological, Sci-Fi, Shounen Ai","Special",1,6.23,12469
"10274",10461,32590,"Taeng-gu &amp; Ulasyong","Action, Comedy, Mecha","TV",26,4,38
"2117",2129,24029,"Shijou Saikyou no Deshi Kenichi Specials","Action, Comedy, Martial Arts, School, Shounen","Special",4,7.35,4258
"6134",6173,32083,"Luck &amp; Logic","Action, Fantasy","TV",12,6.23,48314
"755",758,20057,"Space☆Dandy","Comedy, Sci-Fi, Space","TV",13,7.86,123529
"6553",6596,33548,"Babyshiba","Comedy","Special",6,6.04,129
"5428",5458,7551,"Gowapper 5 Gordam","Action, Adventure, Mecha, Sci-Fi","TV",36,6.45,213
"9198",9336,11197,"Kuma no Puutarou","Comedy","TV",30,6.3,79
"10777",11205,21925,"Chichiiro Toiki","Hentai","OVA",2,7.1,4124
"7127",7175,33449,"Moving Colors","Dementia","Movie",1,5.67,109
"10531",10724,30875,"Washimo 3rd Season","Comedy, Kids, School, Sci-Fi, Slice of Life","TV",44,5.5,69
"9640",9803,28101,"Obatalian","Comedy","Special",1,4.75,63
"3358",3380,20423,"Kamisama no Inai Nichiyoubi: Kioku","Fantasy, Mystery","Special",1,7.01,18722
"9326",9472,30139,"Manga Doushite Monogatari OVA","Adventure, Comedy, Kids","OVA",2,5.44,49
"3230",3252,21511,"Kantai Collection: KanColle","Action, Military, School, Sci-Fi, Slice of Life","TV",12,7.04,100999
"5603",5635,1500,"Teizokurei Daydream","Comedy, Drama, Ecchi, Horror, Supernatural","OVA",4,6.4,5305
"10126",10311,16804,"Solar I.II.III","Action, Mecha, Shounen","Movie",1,5.3,106
"9693",9858,29795,"Onigakure Yama no Soba no Hana","Demons, Historical, Kids","Movie",1,5.81,91
"4576",4600,31675,"Haikyuu!! Quest Picture Drama","Comedy, Fantasy, Game, Shounen","OVA",3,6.68,3297
"3783",3807,1243,"Night Head Genesis","Drama, Horror, Mystery, Psychological, Supernatural","TV",24,6.88,20856
"7831",7897,5661,"Umi no Momotarou","Samurai","Movie",1,4.72,525
"10106",10291,32226,"Shuugou no Kangae","Dementia, Kids","Movie",1,3.21,55
"5967",6005,11005,"Holy Knight","Ecchi, Fantasy, School, Seinen, Supernatural, Vampire","OVA",2,6.28,20589
"9301",9446,9817,"Mak Dau Goo Si","Comedy","Movie",1,7.02,136
"9267",9409,31205,"Lulin Da Maoxian","Adventure, Fantasy","Movie",1,6.5,46
"11338",11789,2469,"Ogenki Clinic","Comedy, Hentai, Yuri","OVA",3,6.1,1173
"1386",1393,1642,"Sugar Sugar Rune","Fantasy, Magic, Shoujo","TV",51,7.56,16484
"10476",10668,20225,"Umigame to Shounen","Drama, Historical","Special",1,6.55,90
"2378",2391,5196,"Aria The Origination Picture Drama","Fantasy, Sci-Fi, Shounen, Slice of Life","Special",7,7.27,7014
"4044",4068,26183,"Ikkitousen: Extravaganza Epoch","Action, Ecchi, Martial Arts, School, Seinen, Super Power","OVA",2,6.81,4711
"10452",10644,10815,"UFO Senshi Dai Apolon 2","Action, Mecha, Sci-Fi","TV",21,6.08,144
"686",689,13629,"Furiko","Drama, Music, Romance, Slice of Life","Special",1,7.89,8809
"6078",6117,10301,"Rio: Rainbow Gate! Special","Comedy, Ecchi, Game","Special",1,6.25,3037
"5027",5055,5496,"Feng Yun Jue","Action, Adventure, Martial Arts","Movie",1,6.56,1455
"6387",6429,1284,"Houma Hunter Lime","Comedy, Fantasy","OVA",3,6.12,945
"9039",9171,20143,"Kazu &amp; Yasu Hero Tanjou","Drama, Sports","Movie",1,6.67,78
"7281",7330,31624,"Tomato ni Natta Otokonoko","Kids","ONA",1,5.54,190
"9175",9313,7189,"Kotatsu Neko","Comedy","TV",26,5.07,291
"4715",4740,4910,"Pokemon: Pikachu no Wanpaku Island","Adventure, Comedy, Fantasy, Kids","Special",1,6.65,6379
"6810",6857,7807,"Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi","Comedy, Magic, Shoujo, Slice of Life","Movie",1,5.89,360
"9830",10006,13103,"Ponta to Ensoku","Adventure, Drama","OVA",1,6.4,185
"6911",6958,32564,"Tokiwa Kitareri!!","Action, Magic, Shounen","Special",1,5.83,176
"2208",2220,2920,"Ashita no Joe (Movie)","Action, Drama, Sports","Movie",1,7.32,1540
"10666",10868,30211,"Zenchuu Maite","Dementia","Movie",1,4.27,73
"1029",1034,129,"Gensoumaden Saiyuuki","Adventure, Comedy, Drama, Shounen, Supernatural","TV",50,7.71,31179
"8518",8614,9886,"Ganbare! Moudouken Serve","Slice of Life","Special",1,5.8,92
"11029",11473,2896,"Houkago: Nureta Seifuku","Hentai","OVA",3,6.56,5847
"1956",1965,2634,"Doraemon: Doraemon Comes Back","Comedy, Fantasy, Kids, Sci-Fi, Shounen","Special",1,7.39,723
"8172",8251,28551,"Boku wa Sugu ni Nigetanda: Higashi Nihon Daishinsai kara Mananda Koto","Drama, Kids","OVA",1,7.67,49
"5884",5920,25965,"Backkom 2","Comedy, Kids","TV",52,6.31,162
"985",988,30549,"Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season","Action, Drama, Mecha, Military, Sci-Fi","TV",13,7.74,6787
"4233",4257,615,"Nurse Witch Komugi-chan Magikarte","Comedy, Magic, Parody","OVA",5,6.77,9895
"10695",11115,11879,"Oni Chichi: Re-born","Hentai","OVA",2,7.89,14342
"9954",10131,7697,"Sangokushi Dainibu Choukou Moyu","Action, Historical","Movie",1,7.03,177
"1584",1591,1878,"Kaze no Shoujo Emily","Drama, Historical, Shoujo","TV",26,7.49,2881
"4685",4709,1370,"Atama Yama","Comedy, Dementia, Fantasy","Movie",1,6.65,4541
"7864",7932,29777,"Baka Baka Baka na Sekai","Comedy, Dementia, Military","Movie",1,4.58,451
"10279",10466,13435,"Taka no Tsume NEO Announcement Movie","Comedy, Parody, Super Power","Special",1,4.23,109
"10436",10628,4131,"Twin Bee Paradise","Action, Adventure","OVA",4,6.66,176
"9985",10163,7216,"Sekai Douwa Anime Zenshuu","Adventure, Fantasy, Kids","OVA",10,5.66,161
"4776",4801,8839,"Gundam Neo Experience 0087: Green Divers","Adventure, Mecha, Space","Movie",1,6.63,1849
"6644",6689,17733,"Dibetagurashi: Ahiru no Seikatsu","Comedy, Slice of Life","TV",39,5.99,586
"11703",12156,3980,"Bi-Indoushi Miija: Injoku no Gakuen","Hentai","OVA",2,5.43,1158
"8536",8632,24677,"Gegege no Kitarou: Kitarou Tanjou-hen","Supernatural","Special",1,5.13,103
"7478",7531,12521,"Tentoumushi no Otomurai","Music","Music",1,5.34,309
"2507",2520,3270,"IGPX: Immortal Grand Prix (2005)","Drama, Mecha, Sci-Fi, Shounen, Sports","TV",13,7.24,11386
"11284",11734,2447,"Chibo","Hentai","OVA",2,6.18,3195
"11428",11879,4852,"Onna Kyoushi Nijuusan-sai","Hentai","OVA",2,5.96,888
"3124",3146,6902,"Saikyou Bushouden: Sangoku Engi","Historical","TV",52,7.07,1363
"4650",4674,2696,"Crusher Joe (1989)","Action, Adventure, Sci-Fi","OVA",2,6.66,1279
"11067",11513,2883,"Iyashite Agerun Saiyuuki","Hentai, Parody","OVA",1,6.49,3165
"2132",2144,1126,"Figure 17: Tsubasa &amp; Hikaru","Sci-Fi, Slice of Life","TV",13,7.34,6860
"3464",3486,9127,"Zettai Karen Children Gentei Kaikin!! OVA Chou Sakidori Special!!","Action, Comedy, Shounen, Supernatural","OVA",1,6.98,1664
"9518",9672,24549,"Naniwabushi Daisuki","Drama, Historical, Sports","Special",1,7,49
"10859",11293,14543,"Koutetsu no Majo Annerose","Action, Hentai, Supernatural","OVA",4,6.87,5152
"7757",7820,8604,"Oshiri Kajiri Mushi","Comedy, Music","Music",1,4.93,495
"3833",3857,12027,"Anne no Nikki: Anne Frank Monogatari","Drama, Historical","Special",1,6.86,385
"712",715,875,"Mind Game","Adventure, Comedy, Dementia, Psychological, Romance","Movie",1,7.88,32756
"9644",9807,28143,"Ochou Fujin no Gensou","Drama, Historical","Movie",1,4.24,156
"5370",5399,23309,"Rail Wars!","Action, Ecchi, Police","TV",12,6.47,85487
"10020",10200,25093,"Shiawase no Ouji","Kids","Movie",1,6.57,65
"3501",3523,262,"Happy☆Lesson: The Final","Comedy, Harem, Romance, School","OVA",3,6.96,6371
"3069",3091,3829,"Anne no Nikki","Drama, Historical","Movie",1,7.08,3159
"10638",10838,30169,"Yubikiri","Music","Music",1,4.54,75
"8720",8824,29541,"Hello Kitty no Santa-san ga Futari Ita","Fantasy, Music","OVA",1,6.6,57
"4055",4079,8235,"Muumin (1972)","Adventure, Comedy, Fantasy, Slice of Life","TV",52,6.81,898
"9761",9932,22591,"Patalliro Saiyuuki! Special","Adventure, Comedy, Fantasy, Shoujo, Shounen Ai","Special",1,5.75,183
"6098",6137,2827,"Calimero","Comedy","TV",45,6.24,2279
"1149",1154,1985,"UFO Robo Grendizer","Mecha, Sci-Fi, Shounen","TV",74,7.66,4381
"2037",2048,19619,"Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!","Fantasy, Magic, School, Shoujo","Special",1,7.37,555
"2313",2325,21437,"Buddy Complex","Action, Mecha, Sci-Fi","TV",13,7.29,44006
"11015",11458,8294,"Shinshou Genmukan","Hentai","OVA",4,6.59,2261
"10119",10304,11405,"Skyers 5","Action, Sci-Fi","TV",12,6.11,116
"11416",11867,7611,"Issho ni Ecchi","Hentai","OVA",1,5.97,1958
"5015",5043,28861,"Takamiya Nasuno Desu!: Teekyuu Spin-off","Comedy, Shounen","TV",12,6.57,8213
"5658",5692,9731,"Nurarihyon no Mago Recaps","Action, Demons, Shounen, Supernatural","Special",2,6.38,9781
"1313",1320,32566,"Noblesse: Pamyeol-ui Sijak","Action, Adventure, Supernatural","OVA",1,7.59,12418
"185",186,11843,"Danshi Koukousei no Nichijou","Comedy, School, Shounen, Slice of Life","TV",12,8.35,258914
"4723",4748,471,"To Heart 2","Comedy, Drama, Harem, Romance, School, Slice of Life","TV",13,6.65,13877
"1333",1340,6922,"Fate/stay night Movie: Unlimited Blade Works","Action, Fantasy, Magic, Supernatural","Movie",1,7.58,110983
"564",566,6007,"Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu","Fantasy, Historical, Romance","OVA",1,7.97,81137
"8986",9108,13817,"Kamiusagi Rope","Comedy, Slice of Life","Movie",14,6,137
"9607",9766,8205,"Norabbits&#039; Minutes","Comedy, Fantasy, Kids","Movie",5,6.13,102
"3799",3823,16355,"Dansai Bunri no Crime Edge","Action, Fantasy, Romance, Seinen","TV",13,6.87,60465
"9562",9721,32716,"Nihon no Otogibanashi","Demons, Fantasy, Historical, Kids, Magic, Samurai, Supernatural","OVA",29,4.67,36
"3581",3605,13029,"Arashi no Yoru ni: Himitsu no Tomodachi","Adventure, Drama","TV",26,6.93,1597
"11160",11609,24357,"Mokkai Shiyo?","Hentai","OVA",1,6.37,1453
"3129",3151,1208,"Tatsu no Ko Tarou","Adventure, Demons, Fantasy, Historical","Movie",1,7.07,1850
"6601",6645,28959,"Kizuna (Special)","Drama, Romance, Slice of Life","Special",1,6.02,394
"4713",4738,31452,"Norn9: Norn+Nonet","Adventure, Fantasy, Josei, Romance","TV",12,6.65,38139
"8549",8645,25609,"Genki Genki Non-tan","Kids, Music","TV",15,6.17,56
"279",281,185,"Initial D First Stage","Action, Cars, Drama, Seinen, Sports","TV",26,8.23,68128
"4366",4390,2732,"Baby Baachan","Comedy, Drama","TV",53,6.73,406
"6491",6534,2465,"Idol Bouei-tai Hummingbird","Action, Adventure, Comedy, Military, Music, Shounen","OVA",4,6.07,825
"2266",2278,6999,"Prince of Tennis: Another Story - Messages From Past and Future OVA Bonus","Comedy, Sports","Special",2,7.31,4495
"618",621,32998,"91 Days","Action, Drama, Historical","TV",12,7.93,140604
"1905",1912,10711,"Plastic Neesan","Comedy, School","ONA",12,7.41,83977
"8529",8625,12451,"Gattai Robot Atranger","Mecha","OVA",1,4.77,115
"10266",10453,30284,"Taabou no Ganbaru Sengen","Kids","OVA",1,3.67,44
"539",541,339,"Serial Experiments Lain","Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural","TV",13,7.99,215829
"3625",3649,27737,"Battle Spirits: Burning Soul","Action, Kids","TV",51,6.92,1811
"3462",3484,10549,"Precure All Stars GoGo Dream Live!","Action, Fantasy, Magic, Shoujo","Special",1,6.98,1642
"5618",5650,6062,"Duel Masters Movie 2: Lunatic God Saga","Action, Adventure, Comedy, Shounen","Movie",1,6.39,522
"6815",6862,32454,"Usakame","Comedy, Shounen, Sports","TV",12,5.89,5941
"7005",7053,8660,"Minarai Chameleon","Comedy, Kids, Music","Music",1,5.77,140
"3008",3028,3484,"Maison Ikkoku: Prelude - Meguru Haru no Sakura no you ni...","Comedy, Drama, Romance","Special",1,7.1,1672
"9637",9800,22991,"Obake no Q-Tarou: Susume! 1/100 Daisakusen","Comedy, Kids, School, Slice of Life, Supernatural","Movie",1,6.6,61
"2286",2298,1358,"Hokuto no Ken Movie","Adventure, Sci-Fi, Shounen","Movie",1,7.3,9328
"5793",5829,31762,"King of Prism by Pretty Rhythm","Music, Shoujo, Sports","Movie",1,6.34,2897
"10818",11249,4600,"Aneki... My Sweet Elder Sister The Animation","Hentai","OVA",4,6.98,6101
"7684",7745,8730,"Metropolitan Museum","Fantasy, Kids, Music","Music",1,5.07,242
"11732",12185,3566,"Hika Ryoujoku: Wana ni Hamatta Futari","Hentai","OVA",1,5.32,1062
"5509",5540,9591,"Code Geass: Hangyaku no Lelouch R2: Flash Specials","Parody","Special",9,6.42,9291
"4213",4237,2953,"Egao","Music, Slice of Life","Music",1,6.77,8814
"9271",9416,27965,"Maboroshi Mabo-chan","Adventure, Fantasy, Kids","TV",24,6,52
"10797",11227,13219,"Himesama Gentei!","Hentai","OVA",2,7.05,4132
"7826",7892,7026,"Mado","Comedy","Movie",1,4.73,454
"1706",1713,10628,"Mahou Sensei Negima! Mou Hitotsu no Sekai Extra: Mahou Shoujo Yue","Action, Adventure, Ecchi, Fantasy, Magic, School, Shounen","OVA",1,7.46,5091
"7879",7947,7027,"Manga","Comedy","Movie",1,4.52,492
"9065",9198,22619,"Kero Kero Keroppi no Tomodachitte Ii na","Kids","OVA",1,6.31,71
"8081",8156,34249,"Aqua Kids","Adventure, Kids","TV",26,6.5,24
"11794",12247,5589,"Offside Girl","Hentai, Sports","OVA",2,4.3,945
"11071",11517,9638,"Ore wa Kanojo wo Shinjiteru!","Hentai","OVA",1,6.49,5071
"4807",4832,33069,"Dimension W Special","Sci-Fi, Seinen","Special",1,6.62,4593
"5588",5620,3839,"Himitsu no Akko-chan 3","Magic, School, Shoujo","TV",44,6.4,378
"9426",9574,32251,"Mirai e no Kakehashi: Bridge for Future","Slice of Life","ONA",6,5.18,282
"9617",9777,33174,"Nori P-chan","Kids, Slice of Life","OVA",1,4.1,35
"3809",3833,7148,"Ladies versus Butlers!","Comedy, Ecchi, Harem, Romance, School, Seinen","TV",12,6.87,94820
"2225",2237,52,"Kidou Tenshi Angelic Layer","Comedy, Drama, Sci-Fi, Shounen, Sports","TV",26,7.32,39758
"10264",10451,30961,"Sylvanian Families Mini Gekijou: Omoigakenai Okyakusama","Slice of Life","OVA",3,4.4,45
"6083",6122,11099,"Tiger &amp; Bunny Pilot","Action, Comedy, Super Power","Special",1,6.25,5936
"7634",7692,17159,"Peeping Life Specials","Comedy, Slice of Life","Special",2,5.14,260
"2213",2225,2671,"Doraemon Movie 03: Nobita no Daimakyou","Adventure","Movie",1,7.32,1156
"1612",1619,15927,"Carnival Phantasm: HibiChika Special","Comedy, Supernatural","Special",1,7.48,14893
"3853",3877,25259,"Persona 4 the Animation: A Brief Lesson on Izanagi &amp; Izanami","School","Special",1,6.86,2497
"5565",5597,555,"Koutetsu Tenshi Kurumi 2","Comedy, Mecha, Romance, Sci-Fi, Shoujo Ai, Shounen","TV",12,6.41,8094
"2112",2124,30714,"Owari no Seraph: Owaranai Seraph","Comedy, Police, Shounen, Supernatural, Vampire","Special",9,7.35,22823
"6224",6263,2824,"Barbapapa Sekai wo Mawaru","Adventure, Comedy","TV",50,6.19,528
"3035",3057,12225,"Galaxy Angel S","Comedy, Sci-Fi","Special",1,7.09,1205
"2339",2351,1362,"Street Fighter II: The Movie","Action, Martial Arts, Shounen","Movie",1,7.29,15421
"6909",6956,21771,"Romantica Clock","Shoujo","Special",3,5.83,8491
"1347",1354,6231,"Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata","Mystery, Shounen","OVA",1,7.57,7187
"6623",6668,8706,"SOS TV Walpurgis Night Fever","Comedy, Sci-Fi","ONA",11,6.01,422
"7728",7791,7032,"Kitte no Gensou","Comedy","Movie",1,5,428
"8983",9104,29985,"Kamen no Marionette-tachi","Dementia","Movie",1,6.75,61
"10179",10364,19433,"Sore Ike! Anpanman: Omusubiman","Kids","Movie",1,5.33,83
"5001",5029,4597,"Kouya no Shounen Isamu","Action, Adventure, Shounen","TV",52,6.57,319
"9533",9688,30209,"Naze","Kids, Music","Music",1,4.27,42
"5407",5437,16099,"Sword Art Online: Sword Art Offline","Comedy","Special",9,6.46,50012
"5854",5890,23333,"DRAMAtical Murder","Action, Psychological, Sci-Fi, Super Power","TV",12,6.32,80121
"4388",4412,2912,"Ohayo! Spank","Comedy, Slice of Life","TV",63,6.73,981
"5346",5375,1903,"Stratos 4: Logbook","Action, Ecchi, Sci-Fi","Special",1,6.48,1090
"4701",4725,33309,"Jie Mo Ren","Action, Fantasy, Mystery, Supernatural","ONA",14,6.65,942
"1835",1842,11793,"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode","Comedy, Drama, Slice of Life","Special",1,7.44,5533
"3111",3133,2165,"Gegege no Kitarou (2007)","Comedy, Fantasy, Horror","TV",100,7.07,1656
"9453",9602,31116,"Momotaros no Natsuyasumi","Action, Comedy, Kids, Parody, Super Power","Movie",1,4.08,62
"6309",6351,4534,"Choujin Locke: Shinsekai Sentai","Action, Sci-Fi, Super Power","OVA",2,6.15,530
"11722",12175,2349,"Bondage Game: Shinsou no Reijoutachi","Hentai, Psychological","OVA",2,5.37,4732
"9249",9391,16820,"Lightning Atom","Action, Kids, Super Power","Movie",1,5.11,62
"3468",3490,25045,"Barakamon: Mijikamon","Comedy","ONA",13,6.97,18119
"9058",9191,22653,"Kero Kero Keroppi no Mitsubachi Daisoudou","Fantasy, Kids","OVA",1,6.17,60
"10517",10709,31266,"Wall","Dementia","Movie",1,3.76,95
"7377",7429,7569,"Idol Ace","Comedy","ONA",1,5.44,559
"7385",7437,21215,"Zettai Shougeki: Platonic Heart Picture Drama","Action, Ecchi, Martial Arts","Special",4,5.44,481
"6518",6561,1912,"Marginal Prince: Gekkeiju no Ouji-tachi","Romance, School, Shounen Ai","TV",13,6.06,7962
"10563",10759,5303,"Xabungle Graffiti","Mecha","Movie",1,5.33,248
"2163",2175,12669,"Amagami SS+ Plus Specials","Romance","Special",6,7.33,17764
"5497",5528,3881,"Majokko Tickle","Comedy, Magic, Shoujo","TV",45,6.43,471
"10848",11281,972,"Bible Black Gaiden","Hentai, Supernatural","OVA",2,6.89,14478
"11752",12205,12563,"Punky Funky Baby","Hentai","OVA",1,5.23,204
"7082",7130,21663,"Last Orders","Action, Samurai, Sci-Fi","Special",1,5.7,395
"11360",11811,29730,"Ienai Koto The Animation","Hentai","OVA",2,6.05,1973
"1562",1569,31952,"Kono Bijutsubu ni wa Mondai ga Aru!","Comedy, Romance, School","TV",12,7.5,69088
"6541",6584,275,"Love♥Love?","Comedy, Ecchi, Harem, Romance","TV",9,6.05,15114
"3814",3838,3618,"Moyashimon: Kin Gekijou Deluxe","Comedy","Special",4,6.87,4783
"9181",9319,2173,"Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu","Adventure, Fantasy","Movie",1,5.94,181
"4052",4076,86,"Mobile Suit Gundam ZZ","Comedy, Drama, Mecha, Military, Sci-Fi, Space","TV",47,6.81,17517
"8176",8255,18731,"Bokutachi no Peace River","Adventure, Drama, Kids, Supernatural","OVA",1,5.38,82
"1362",1369,1728,"Super GALS! Kotobuki Ran","Comedy, Shoujo, Slice of Life","TV",52,7.57,10369
"3959",3983,30379,"Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi","Comedy, Seinen, Slice of Life","OVA",1,6.83,9773
"6155",6194,3595,"Kujakuou","Action, Demons, Horror","OVA",3,6.22,949
"4721",4746,10687,"Saint Seiya: Legend of Sanctuary","Adventure, Fantasy, Sci-Fi, Shounen","Movie",1,6.65,10776
"386",388,1023,"Wolf&#039;s Rain OVA","Adventure, Drama, Psychological, Sci-Fi, Supernatural","OVA",4,8.13,37679
"8333",8416,6760,"Cynical Hysterie Hour: Henshin!","Comedy","Movie",1,5.23,105
"31",31,245,"Great Teacher Onizuka","Comedy, Drama, School, Shounen, Slice of Life","TV",43,8.77,268487
"4190",4214,9107,"Pokemon Best Wishes!","Action, Adventure, Comedy, Fantasy, Kids","TV",84,6.78,33730
"3786",3810,9922,"Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.","Comedy, Drama, Ecchi, Harem, Romance","TV",12,6.88,52687
"7588",7644,7273,"Nido to Mezamenu Komori Uta","Dementia, Drama","Movie",1,5.21,591
"8370",8457,18313,"Dokkaebi Gamtu","Action, Adventure, Demons, Fantasy, Shounen","Movie",1,3.58,79
"4620",4644,5276,"Happy Happy Clover","Comedy, Fantasy, Kids, Shoujo","TV",13,6.67,623
"5698",5732,835,"Sister Princess: Re Pure","Drama, Romance","TV",13,6.37,5782
"204",205,10800,"Chihayafuru","Drama, Game, Josei, Slice of Life, Sports","TV",25,8.32,158561
"2421",2434,2825,"Arabian Nights: Sindbad no Bouken (TV)","Adventure, Fantasy, Magic, Romance","TV",52,7.26,2631
"11618",12071,1511,"Gakuen: Chijoku no Zushiki","Hentai","OVA",2,5.61,1798
"2432",2445,27567,"Fushigi Yuugi Special: Nakago Shikkari Shinasai!","Comedy","Special",2,7.25,943
"5242",5270,3166,"Ayakashi","Action, Fantasy, Horror, Sci-Fi","TV",12,6.5,20882
