"","X","anime_id","name","genre","type","episodes","rating","members"
"2216",2228,1886,"Fushigiboshi no☆Futagohime Gyu!","Comedy, Magic, Shoujo","TV",52,7.32,2387
"3228",3250,2999,"Hi no Tori: Yamato-hen","Drama, Historical","OVA",1,7.04,1069
"6207",6246,1874,"Love♥Love? Specials","Comedy, Ecchi, Harem, Romance","Special",4,6.2,3935
"9040",9173,29433,"Ken to Kaijuu","Fantasy, Kids, Magic","Special",6,5.67,44
"7111",7159,19337,"Momoya x Peeping Life: Go en Desu yo!","Slice of Life","ONA",4,5.68,218
"1096",1101,22147,"Amagi Brilliant Park","Comedy, Magic","TV",13,7.68,217003
"7821",7887,28339,"2005-nen Uchuu no Tabi","Dementia, Sci-Fi, Space","Special",1,4.75,657
"11583",12035,5550,"Fujun Isei Kouyuu: Taisetsu na Kimi e","Hentai","OVA",1,5.69,462
"5227",5255,2621,"Natsu e no Tobira","Drama, Romance, Shoujo, Shounen Ai","Movie",1,6.51,1975
"7131",7179,3511,"Riki-Oh 2: Horobi no Ko","Action, Martial Arts, Seinen, Super Power","OVA",1,5.67,725
"4420",4444,6028,"Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou","Comedy, Sci-Fi, Shounen","Movie",1,6.72,686
"1657",1664,4551,"Hakushaku to Yousei","Adventure, Fantasy, Historical, Magic","TV",12,7.47,63915
"11318",11769,4364,"Kunoichi Bakumatsu Kitan","Hentai","OVA",2,6.13,1274
"5805",5841,22215,"Pretty Rhythm: All Star Selection","Music, Shoujo, Sports","TV",11,6.34,1145
"3446",3468,2090,"Choujikuu Seiki Orguss 02","Action, Adventure, Mecha, Romance, Sci-Fi, Shounen","OVA",6,6.98,1556
"4198",4222,2033,"Tamala 2010: A Punk Cat in Space","Comedy, Dementia, Psychological, Sci-Fi","Movie",1,6.78,3343
"11763",12216,9257,"Denki Musou Hana","Hentai","OVA",2,5.14,393
"9841",10017,27463,"Pororo Geugjangpan Super Sseolmae Daemoheom","Cars, Kids","Movie",1,4.14,58
"5167",5195,3691,"Watashi to Watashi: Futari no Lotte","Kids, Shoujo, Slice of Life","TV",29,6.53,364
"5292",5320,909,"Geneshaft","Adventure, Mecha, Sci-Fi, Space","TV",13,6.49,8643
"9052",9185,22625,"Kero Kero Keroppi no Dai Bouken","Adventure, Fantasy, Kids","OVA",1,6,75
"738",741,6213,"Toaru Kagaku no Railgun","Action, Sci-Fi, Super Power","TV",24,7.87,231079
"10834",11265,28309,"Oni Chichi 2: Harvest","Hentai","OVA",1,6.94,4310
"1039",1044,10573,"Prince of Tennis: Another Story II - Ano Toki no Bokura","Shounen, Sports","OVA",4,7.71,6005
"7260",7309,29850,"AKB48 Stage Fighter","Action","Special",1,5.55,359
